,race_code,date,start_time,avg_speed_winner,race_category,distance,points_scale,uci_scale,parcours_type,profilescore,vert_meters,departure,arrival,race_ranking,startlist_quality_score,won_how,race_name,year,stage_number,type_race,prestige,time_trial,final_stage,type_win,sprint_type,solo_win
660,giro-d-italia/2022/stage-9,2022-05-15,11:45:00,34.236,me - men elite,191.0,gt.b,uci.wr.gt.b.stage - tm2022,mountain_uphill_finish,458.0,5080.0,isernia,blockhaus,12,817,sprint of small group,giro-d-italia,2022,9,stage-race,grand-tour,0,0,sprint,small,
661,giro-d-italia/2022/stage-10,2022-05-17,12:40:00,43.217,me - men elite,196.0,gt.b,uci.wr.gt.b.stage - tm2022,hill_flat_finish,86.0,1764.0,pescara,jesi,12,817,sprint of small group,giro-d-italia,2022,10,stage-race,grand-tour,0,0,sprint,small,
662,giro-d-italia/2022/stage-11,2022-05-18,12:30:00,47.015,me - men elite,203.0,gt.b,uci.wr.gt.b.stage - tm2022,flat,0.0,369.0,santarcangelo di romagna,reggio emilia,12,817,sprint of large group,giro-d-italia,2022,11,stage-race,grand-tour,0,0,sprint,large,
663,giro-d-italia/2022/stage-12,2022-05-19,12:05:00,45.88,me - men elite,204.0,gt.b,uci.wr.gt.b.stage - tm2022,hill_flat_finish,112.0,2867.0,parma,genova,12,817,sprint of small group,giro-d-italia,2022,12,stage-race,grand-tour,0,0,sprint,small,
664,giro-d-italia/2022/stage-13,2022-05-20,13:35:00,45.393,me - men elite,150.0,gt.b,uci.wr.gt.b.stage - tm2022,hill_flat_finish,51.0,1817.0,sanremo,cuneo,12,817,sprint of large group,giro-d-italia,2022,13,stage-race,grand-tour,0,0,sprint,large,
665,giro-d-italia/2022/stage-14,2022-05-21,13:15:00,39.422,me - men elite,147.0,gt.b,uci.wr.gt.b.stage - tm2022,hill_flat_finish,247.0,3167.0,santena,torino,12,817,4.6 km solo,giro-d-italia,2022,14,stage-race,grand-tour,0,0,solo,no sprint,4.6
666,giro-d-italia/2022/stage-15,2022-05-22,12:25:00,38.245,me - men elite,177.0,gt.b,uci.wr.gt.b.stage - tm2022,mountain_uphill_finish,301.0,4019.0,rivarolo canavese,cogne,12,817,18.8 km solo,giro-d-italia,2022,15,stage-race,grand-tour,0,0,solo,no sprint,18.8
667,giro-d-italia/2022/stage-16,2022-05-24,11:15:00,35.569,me - men elite,202.0,gt.b,uci.wr.gt.b.stage - tm2022,mountain_flat_finish,376.0,5268.0,salò,aprica,12,817,7.9 km solo,giro-d-italia,2022,16,stage-race,grand-tour,0,0,solo,no sprint,7.9
668,giro-d-italia/2022/stage-17,2022-05-25,12:40:00,37.656,me - men elite,168.0,gt.b,uci.wr.gt.b.stage - tm2022,mountain_flat_finish,347.0,3950.0,ponte di legno,lavarone,12,817,8.2 km solo,giro-d-italia,2022,17,stage-race,grand-tour,0,0,solo,no sprint,8.2
669,giro-d-italia/2022/stage-18,2022-05-26,13:45:00,46.486,me - men elite,156.0,gt.b,uci.wr.gt.b.stage - tm2022,hill_flat_finish,34.0,1219.0,borgo valsugana,treviso,12,817,sprint of small group,giro-d-italia,2022,18,stage-race,grand-tour,0,0,sprint,small,
670,giro-d-italia/2022/stage-19,2022-05-27,12:25:00,39.133,me - men elite,178.0,gt.b,uci.wr.gt.b.stage - tm2022,mountain_uphill_finish,262.0,3489.0,marano lagunare,santuario di castelmonte,12,817,sprint of small group,giro-d-italia,2022,19,stage-race,grand-tour,0,0,sprint,small,
671,giro-d-italia/2022/stage-20,2022-05-28,12:25:00,35.175,me - men elite,168.0,gt.b,uci.wr.gt.b.stage - tm2022,mountain_uphill_finish,392.0,4718.0,belluno,marmolada (passo fedaia),12,817,53.7 km solo,giro-d-italia,2022,20,stage-race,grand-tour,0,0,solo,no sprint,53.7
672,giro-d-italia/2022/stage-21,2022-05-29,14:00:00,46.607,me - men elite,17.4,gt.b,uci.wr.gt.b.stage - tm2022,hill_flat_finish,30.0,317.0,verona,verona,12,817,time trial,giro-d-italia,2022,21,stage-race,grand-tour,1,1,time trial,no sprint,
673,tour-de-france/2019/stage-1,2019-07-06,12:25:00,44.409,me - men elite,194.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,20.0,1582.0,brussels,brussels,0,1694,sprint of large group,tour-de-france,2019,1,stage-race,grand-tour,0,0,sprint,large,
674,tour-de-france/2019/stage-2,2019-07-07,14:30:00,53.94,me - men elite,27.6,gt.a,,flat,7.0,267.0,brussels,brussels,0,1694,time trial,tour-de-france,2019,2,stage-race,grand-tour,1,0,time trial,no sprint,
675,tour-de-france/2019/stage-3,2019-07-08,12:20:00,45.992,me - men elite,215.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,97.0,2299.0,binche,épernay,0,1694,16 km solo,tour-de-france,2019,3,stage-race,grand-tour,0,0,solo,no sprint,16.0
676,tour-de-france/2019/stage-4,2019-07-09,12:25:00,41.412,me - men elite,213.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,32.0,1555.0,reims,nancy,0,1694,sprint of large group,tour-de-france,2019,4,stage-race,grand-tour,0,0,sprint,large,
677,tour-de-france/2019/stage-5,2019-07-10,13:25:00,43.41,me - men elite,175.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,132.0,2325.0,saint-dié-des-vosges,colmar,0,1694,sprint of large group,tour-de-france,2019,5,stage-race,grand-tour,0,0,sprint,large,
678,tour-de-france/2019/stage-6,2019-07-11,13:25:00,35.793,me - men elite,160.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,329.0,3944.0,mulhouse,la planche des belles filles,0,1694,0.1 km solo,tour-de-france,2019,6,stage-race,grand-tour,0,0,solo,no sprint,0.1
679,tour-de-france/2019/stage-7,2019-07-12,11:35:00,38.044,me - men elite,230.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,36.0,2367.0,belfort,chalon-sur-saône,0,1694,sprint of large group,tour-de-france,2019,7,stage-race,grand-tour,0,0,sprint,large,
680,tour-de-france/2019/stage-8,2019-07-13,12:25:00,39.962,me - men elite,200.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,189.0,3844.0,mâcon,saint-étienne,0,1694,14.1 km solo,tour-de-france,2019,8,stage-race,grand-tour,0,0,solo,no sprint,14.1
681,tour-de-france/2019/stage-9,2019-07-14,13:25:00,42.064,me - men elite,170.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,114.0,2717.0,saint-étienne,brioude,0,1694,sprint a deux,tour-de-france,2019,9,stage-race,grand-tour,0,0,sprint,a deux,
682,tour-de-france/2019/stage-10,2019-07-15,12:25:00,45.054,me - men elite,217.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,85.0,3031.0,saint-flour,albi,0,1694,sprint of large group,tour-de-france,2019,10,stage-race,grand-tour,0,0,sprint,large,
683,tour-de-france/2019/stage-11,2019-07-17,13:45:00,43.3,me - men elite,167.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,43.0,1827.0,albi,toulouse,0,1694,sprint of large group,tour-de-france,2019,11,stage-race,grand-tour,0,0,sprint,large,
684,tour-de-france/2019/stage-12,2019-07-18,11:50:00,42.198,me - men elite,209.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,177.0,3088.0,toulouse,bagnères-de-bigorre,0,1694,sprint of small group,tour-de-france,2019,12,stage-race,grand-tour,0,0,sprint,small,
685,tour-de-france/2019/stage-13,2019-07-19,14:00:00,46.629,me - men elite,27.2,gt.a,uci.wr.gt.a.stage - tm2022,flat,33.0,391.0,pau,pau,0,1694,time trial,tour-de-france,2019,13,stage-race,grand-tour,1,0,time trial,no sprint,
686,tour-de-france/2019/stage-14,2019-07-20,13:45:00,34.991,me - men elite,111.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,359.0,3376.0,tarbes,col du tourmalet,0,1694,0.2 km solo,tour-de-france,2019,14,stage-race,grand-tour,0,0,solo,no sprint,0.2
687,tour-de-france/2019/stage-15,2019-07-21,12:10:00,38.667,me - men elite,185.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,365.0,4345.0,limoux,foix,0,1694,9 km solo,tour-de-france,2019,15,stage-race,grand-tour,0,0,solo,no sprint,9.0
688,tour-de-france/2019/stage-16,2019-07-23,13:30:00,44.785,me - men elite,177.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,29.0,1626.0,nîmes,nîmes,0,1694,sprint of large group,tour-de-france,2019,16,stage-race,grand-tour,0,0,sprint,large,
689,tour-de-france/2019/stage-17,2019-07-24,12:40:00,45.872,me - men elite,200.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,85.0,2472.0,pont du gard,gap,0,1694,14 km solo,tour-de-france,2019,17,stage-race,grand-tour,0,0,solo,no sprint,14.0
690,tour-de-france/2019/stage-18,2019-07-25,11:25:00,37.337,me - men elite,208.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,232.0,5215.0,embrun,valloire,0,1694,26 km solo,tour-de-france,2019,18,stage-race,grand-tour,0,0,solo,no sprint,26.0
691,tour-de-france/2019/stage-19,2019-07-26,13:55:00,33.27,me - men elite,89.0,gt.a,uci.gt.a.stage,mountain_uphill_finish,317.0,2995.0,saint-jean-de-maurienne,tignes,0,1694,? - let us know!,tour-de-france,2019,19,stage-race,grand-tour,0,0,other,no sprint,
692,tour-de-france/2019/stage-20,2019-07-27,14:30:00,31.908,me - men elite,59.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,267.0,2228.0,albertville,val thorens,0,1694,12 km solo,tour-de-france,2019,20,stage-race,grand-tour,0,0,solo,no sprint,12.0
693,tour-de-france/2019/stage-21,2019-07-28,18:10:00,41.709,me - men elite,128.0,gt.a,uci.wr.gt.a.stage - tm2022,flat,10.0,781.0,rambouillet,paris,0,1694,sprint of large group,tour-de-france,2019,21,stage-race,grand-tour,0,1,sprint,large,
694,tour-de-france/2020/stage-1,2020-08-29,14:15:00,41.35,me - men elite,156.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,46.0,1597.0,nice,nice,1,1554,sprint of large group,tour-de-france,2020,1,stage-race,grand-tour,0,0,sprint,large,
695,tour-de-france/2020/stage-2,2020-08-30,13:20:00,37.57,me - men elite,185.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,188.0,4066.0,nice,nice,1,1554,sprint of small group,tour-de-france,2020,2,stage-race,grand-tour,0,0,sprint,small,
696,tour-de-france/2020/stage-3,2020-08-31,12:20:00,37.39,me - men elite,198.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,81.0,3003.0,nice,sisteron,1,1554,sprint of large group,tour-de-france,2020,3,stage-race,grand-tour,0,0,sprint,large,
697,tour-de-france/2020/stage-4,2020-09-01,13:30:00,38.86,me - men elite,160.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,200.0,3200.0,sisteron,orcières-merlette,1,1554,sprint of small group,tour-de-france,2020,4,stage-race,grand-tour,0,0,sprint,small,
698,tour-de-france/2020/stage-5,2020-09-02,13:20:00,42.01,me - men elite,183.0,gt.a,uci.wr.gt.a.stage - tm2022,flat,31.0,1388.0,gap,privas,1,1554,sprint of large group,tour-de-france,2020,5,stage-race,grand-tour,0,0,sprint,large,
699,tour-de-france/2020/stage-6,2020-09-03,12:10:00,42.04,me - men elite,191.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,227.0,3087.0,le teil,mont aigoual,1,1554,17 km solo,tour-de-france,2020,6,stage-race,grand-tour,0,0,solo,no sprint,17.0
700,tour-de-france/2020/stage-7,2020-09-04,13:35:00,47.54,me - men elite,168.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,47.0,2011.0,millau,lavaur,1,1554,sprint of large group,tour-de-france,2020,7,stage-race,grand-tour,0,0,sprint,large,
701,tour-de-france/2020/stage-8,2020-09-05,13:35:00,34.93,me - men elite,141.0,,,mountain_flat_finish,295.0,3821.0,cazères,loudenvielle,1,1554,35 km solo,tour-de-france,2020,8,stage-race,grand-tour,0,0,solo,no sprint,35.0
702,tour-de-france/2020/stage-9,2020-09-06,12:35:00,39.02,me - men elite,153.0,,,mountain_flat_finish,239.0,3500.0,pau,laruns,1,1554,sprint of small group,tour-de-france,2020,9,stage-race,grand-tour,0,0,sprint,small,
703,tour-de-france/2020/stage-10,2020-09-08,,46.94,me - men elite,168.5,gt.a,uci.wr.gt.a.stage - tm2022,flat,2.0,531.0,île d'oléron (le château-d'oléron),île de ré (saint-martin-de-ré),1,1554,sprint of large group,tour-de-france,2020,10,stage-race,grand-tour,0,0,sprint,large,
704,tour-de-france/2020/stage-11,2020-09-09,13:40:00,41.62,me - men elite,166.5,gt.a,uci.wr.gt.a.stage - tm2022,flat,13.0,1008.0,châtelaillon-plage,poitiers,1,1554,sprint of large group,tour-de-france,2020,11,stage-race,grand-tour,0,0,sprint,large,
705,tour-de-france/2020/stage-12,2020-09-10,12:00:00,42.36,me - men elite,218.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,142.0,3389.0,chauvigny,sarran,1,1554,28 km solo,tour-de-france,2020,12,stage-race,grand-tour,0,0,solo,no sprint,28.0
706,tour-de-france/2020/stage-13,2020-09-11,12:05:00,38.07,me - men elite,191.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,302.0,4459.0,châtel-guyon,pas de peyrol (le puy mary),1,1554,0.1 km solo,tour-de-france,2020,13,stage-race,grand-tour,0,0,solo,no sprint,0.1
707,tour-de-france/2020/stage-14,2020-09-12,13:20:00,43.41,me - men elite,194.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,73.0,2646.0,clermont-ferrand,lyon,1,1554,3 km solo,tour-de-france,2020,14,stage-race,grand-tour,0,0,solo,no sprint,3.0
708,tour-de-france/2020/stage-15,2020-09-13,12:50:00,38.18,me - men elite,174.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,390.0,3724.0,lyon,grand colombier,1,1554,sprint a deux,tour-de-france,2020,15,stage-race,grand-tour,0,0,sprint,a deux,
709,tour-de-france/2020/stage-16,2020-09-15,13:20:00,38.91,me - men elite,164.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,250.0,3903.0,la tour-du-pin,villard-de-lans,1,1554,25 km solo,tour-de-france,2020,16,stage-race,grand-tour,0,0,solo,no sprint,25.0
710,tour-de-france/2020/stage-17,2020-09-16,12:30:00,35.28,me - men elite,170.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,444.0,4430.0,grenoble,méribel - col de la loze,1,1554,3.5 km solo,tour-de-france,2020,17,stage-race,grand-tour,0,0,solo,no sprint,3.5
711,tour-de-france/2020/stage-18,2020-09-17,12:30:00,36.52,me - men elite,175.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,314.0,5166.0,méribel,la roche-sur-foron,1,1554,sprint a deux,tour-de-france,2020,18,stage-race,grand-tour,0,0,sprint,a deux,
712,tour-de-france/2020/stage-19,2020-09-18,13:45:00,46.13,me - men elite,166.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,77.0,2208.0,bourg-en-bresse,champagnole,1,1554,16 km solo,tour-de-france,2020,19,stage-race,grand-tour,0,0,solo,no sprint,16.0
713,tour-de-france/2020/stage-20,2020-09-19,13:00:00,38.84,me - men elite,36.2,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,135.0,962.0,lure,la planche des belles filles,1,1554,time trial,tour-de-france,2020,20,stage-race,grand-tour,1,0,time trial,no sprint,
714,tour-de-france/2020/stage-21,2020-09-20,16:00:00,42.18,me - men elite,122.0,gt.a,uci.wr.gt.a.stage - tm2022,flat,11.0,816.0,mantes-la-jolie,paris,1,1554,sprint of large group,tour-de-france,2020,21,stage-race,grand-tour,0,1,sprint,large,
715,tour-de-france/2021/stage-1,2021-06-26,12:30:00,42.525,me - men elite,197.8,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,109.0,2843.0,brest,landerneau,1,1646,2.2 km solo,tour-de-france,2021,1,stage-race,grand-tour,0,0,solo,no sprint,2.2
716,tour-de-france/2021/stage-2,2021-06-27,13:20:00,42.592,me - men elite,183.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,102.0,2210.0,perros-guirec,mûr-de-bretagne guerlédan,1,1646,0.75 km solo,tour-de-france,2021,2,stage-race,grand-tour,0,0,solo,no sprint,0.75
717,tour-de-france/2021/stage-3,2021-06-28,13:20:00,45.447,me - men elite,182.9,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,34.0,1534.0,lorient,pontivy,1,1646,sprint of large group,tour-de-france,2021,3,stage-race,grand-tour,0,0,sprint,large,
718,tour-de-france/2021/stage-4,2021-06-29,13:40:00,45.056,me - men elite,150.4,gt.a,uci.wr.gt.a.stage - tm2022,flat,24.0,1404.0,redon,fougères,1,1646,sprint of large group,tour-de-france,2021,4,stage-race,grand-tour,0,0,sprint,large,
719,tour-de-france/2021/stage-5,2021-06-30,12:15:00,51.0,me - men elite,27.2,gt.a,uci.wr.gt.a.stage - tm2022,flat,17.0,356.0,changé,laval espace mayenne,1,1646,time trial,tour-de-france,2021,5,stage-race,grand-tour,1,0,time trial,no sprint,
720,tour-de-france/2021/stage-6,2021-07-01,14:05:00,48.704,me - men elite,160.4,gt.a,uci.wr.gt.a.stage - tm2022,flat,5.0,977.0,tours,châteauroux,1,1646,sprint of large group,tour-de-france,2021,6,stage-race,grand-tour,0,0,sprint,large,
721,tour-de-france/2021/stage-7,2021-07-02,11:15:00,45.521,me - men elite,249.1,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,146.0,3120.0,vierzon,le creusot,1,1646,18 km solo,tour-de-france,2021,7,stage-race,grand-tour,0,0,solo,no sprint,18.0
722,tour-de-france/2021/stage-8,2021-07-03,13:15:00,38.554,me - men elite,150.8,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,310.0,3557.0,oyonnax,le grand-bornand,1,1646,15.4 km solo,tour-de-france,2021,8,stage-race,grand-tour,0,0,solo,no sprint,15.4
723,tour-de-france/2021/stage-9,2021-07-04,13:10:00,32.596,me - men elite,144.9,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,381.0,4628.0,cluses,tignes,1,1646,17.3 km solo,tour-de-france,2021,9,stage-race,grand-tour,0,0,solo,no sprint,17.3
724,tour-de-france/2021/stage-10,2021-07-06,13:20:00,45.027,me - men elite,190.7,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,29.0,1488.0,albertville,valence,1,1646,sprint of large group,tour-de-france,2021,10,stage-race,grand-tour,0,0,sprint,large,
725,tour-de-france/2021/stage-11,2021-07-07,12:15:00,37.562,me - men elite,198.9,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,282.0,4671.0,sorgues,malaucène,1,1646,33.1 km solo,tour-de-france,2021,11,stage-race,grand-tour,0,0,solo,no sprint,33.1
726,tour-de-france/2021/stage-12,2021-07-08,13:50:00,47.3,me - men elite,159.4,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,52.0,2052.0,saint-paul-trois-châteaux,nîmes,1,1646,11.8 km solo,tour-de-france,2021,12,stage-race,grand-tour,0,0,solo,no sprint,11.8
727,tour-de-france/2021/stage-13,2021-07-09,12:15:00,43.332,me - men elite,219.9,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,29.0,2023.0,nîmes,carcassonne,1,1646,sprint of large group,tour-de-france,2021,13,stage-race,grand-tour,0,0,sprint,large,
728,tour-de-france/2021/stage-14,2021-07-10,12:40:00,43.01,me - men elite,183.7,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,125.0,2877.0,carcassonne,quillan,1,1646,42.7 km solo,tour-de-france,2021,14,stage-race,grand-tour,0,0,solo,no sprint,42.7
729,tour-de-france/2021/stage-15,2021-07-11,12:30:00,36.777,me - men elite,191.3,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,234.0,4572.0,céret,andorra la vella,1,1646,19.5 km solo,tour-de-france,2021,15,stage-race,grand-tour,0,0,solo,no sprint,19.5
730,tour-de-france/2021/stage-16,2021-07-13,13:30:00,41.904,me - men elite,169.0,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,177.0,3260.0,el pas de la casa,saint-gaudens,1,1646,34.6 km solo,tour-de-france,2021,16,stage-race,grand-tour,0,0,solo,no sprint,34.6
731,tour-de-france/2021/stage-17,2021-07-14,12:10:00,35.267,me - men elite,178.4,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,450.0,4375.0,muret,saint-lary-soulan (col du portet),1,1646,sprint of small group,tour-de-france,2021,17,stage-race,grand-tour,0,0,sprint,small,
732,tour-de-france/2021/stage-18,2021-07-15,13:50:00,36.407,me - men elite,129.7,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,367.0,3561.0,pau,luz ardiden,1,1646,0.6 km solo,tour-de-france,2021,18,stage-race,grand-tour,0,0,solo,no sprint,0.6
733,tour-de-france/2021/stage-19,2021-07-16,12:30:00,47.901,me - men elite,207.0,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,16.0,1181.0,mourenx,libourne,1,1646,26 km solo,tour-de-france,2021,19,stage-race,grand-tour,0,0,solo,no sprint,26.0
734,tour-de-france/2021/stage-20,2021-07-17,13:05:00,51.5,me - men elite,30.8,gt.a,uci.wr.gt.a.stage - tm2022,flat,8.0,246.0,libourne,saint-émilion,1,1646,time trial,tour-de-france,2021,20,stage-race,grand-tour,1,0,time trial,no sprint,
735,tour-de-france/2021/stage-21,2021-07-18,16:30:00,40.748,me - men elite,108.4,gt.a,uci.wr.gt.a.stage - tm2022,flat,14.0,699.0,chatou,paris champs-élysées,1,1646,sprint of large group,tour-de-france,2021,21,stage-race,grand-tour,0,1,sprint,large,
736,tour-de-france/2022/stage-1,2022-07-01,16:00:00,51.821,me - men elite,13.2,gt.a,uci.wr.gt.a.stage - tm2022,flat,0.0,21.0,copenhagen,copenhagen,1,1551,time trial,tour-de-france,2022,1,stage-race,grand-tour,1,0,time trial,no sprint,
737,tour-de-france/2022/stage-2,2022-07-02,12:35:00,44.186,me - men elite,202.2,gt.a,uci.wr.gt.a.stage - tm2022,flat,11.0,1149.0,roskilde,nyborg,1,1551,sprint of large group,tour-de-france,2022,2,stage-race,grand-tour,0,0,sprint,large,
738,tour-de-france/2022/stage-3,2022-07-03,13:15:00,43.411,me - men elite,182.0,gt.a,uci.wr.gt.a.stage - tm2022,flat,16.0,1280.0,vejle,sønderborg,1,1551,sprint of large group,tour-de-france,2022,3,stage-race,grand-tour,0,0,sprint,large,
739,tour-de-france/2022/stage-4,2022-07-05,13:30:00,42.591,me - men elite,171.5,gt.a,uci.wr.gt.a.stage - tm2022,flat,63.0,1785.0,dunkerque,calais,1,1551,11.6 km solo,tour-de-france,2022,4,stage-race,grand-tour,0,0,solo,no sprint,11.6
740,tour-de-france/2022/stage-5,2022-07-06,14:00:00,48.661,me - men elite,157.0,gt.a,uci.wr.gt.a.stage - tm2022,flat,1.0,601.0,lille,wallers-arenberg,1,1551,sprint of small group,tour-de-france,2022,5,stage-race,grand-tour,0,0,sprint,small,
741,tour-de-france/2022/stage-6,2022-07-07,12:15:00,49.376,me - men elite,219.9,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,85.0,2477.0,binche,longwy,1,1551,sprint of small group,tour-de-france,2022,6,stage-race,grand-tour,0,0,sprint,small,
742,tour-de-france/2022/stage-7,2022-07-08,13:15:00,44.321,me - men elite,176.3,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,192.0,2526.0,tomblaine,la super planche des belles filles,1,1551,sprint a deux,tour-de-france,2022,7,stage-race,grand-tour,0,0,sprint,a deux,
743,tour-de-france/2022/stage-8,2022-07-09,13:20:00,44.164,me - men elite,186.3,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,87.0,2556.0,dole,lausanne,1,1551,sprint of small group,tour-de-france,2022,8,stage-race,grand-tour,0,0,sprint,small,
744,tour-de-france/2022/stage-9,2022-07-10,12:45:00,40.377,me - men elite,192.9,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,223.0,3743.0,aigle,châtel les portes du soleil,1,1551,60.5 km solo,tour-de-france,2022,9,stage-race,grand-tour,0,0,solo,no sprint,60.5
745,tour-de-france/2022/stage-10,2022-07-12,13:40:00,44.691,me - men elite,148.1,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,143.0,2733.0,morzine,megève,1,1551,sprint of small group,tour-de-france,2022,10,stage-race,grand-tour,0,0,sprint,small,
746,tour-de-france/2022/stage-11,2022-07-13,12:30:00,35.275,me - men elite,151.7,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,400.0,4070.0,albertville,col du granon,1,1551,3.9 km solo,tour-de-france,2022,11,stage-race,grand-tour,0,0,solo,no sprint,3.9
747,tour-de-france/2022/stage-12,2022-07-14,13:20:00,33.534,me - men elite,165.1,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,389.0,4660.0,briançon,l'alpe d'huez,1,1551,11 km solo,tour-de-france,2022,12,stage-race,grand-tour,0,0,solo,no sprint,11.0
748,tour-de-france/2022/stage-13,2022-07-15,13:20:00,45.667,me - men elite,192.6,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,78.0,2109.0,bourg d'oisans,saint-etienne,1,1551,sprint of small group,tour-de-france,2022,13,stage-race,grand-tour,0,0,sprint,small,
749,tour-de-france/2022/stage-14,2022-07-16,12:30:00,42.638,me - men elite,192.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,170.0,3441.0,saint-etienne,mende,1,1551,1.9 km solo,tour-de-france,2022,14,stage-race,grand-tour,0,0,solo,no sprint,1.9
750,tour-de-france/2022/stage-15,2022-07-17,13:15:00,45.429,me - men elite,202.5,gt.a,uci.wr.gt.a.stage - tm2022,hill_flat_finish,64.0,2416.0,rodez,carcassonne,1,1551,sprint of large group,tour-de-france,2022,15,stage-race,grand-tour,0,0,sprint,large,
751,tour-de-france/2022/stage-16,2022-07-19,12:40:00,40.602,me - men elite,178.5,gt.a,uci.wr.gt.a.stage - tm2022,mountain_flat_finish,204.0,3418.0,carcassonne,foix,1,1551,39 km solo,tour-de-france,2022,16,stage-race,grand-tour,0,0,solo,no sprint,39.0
752,tour-de-france/2022/stage-17,2022-07-20,13:25:00,37.806,me - men elite,129.7,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,324.0,3364.0,saint-gaudens,peyragudes,1,1551,sprint a deux,tour-de-france,2022,17,stage-race,grand-tour,0,0,sprint,a deux,
753,tour-de-france/2022/stage-18,2022-07-21,13:40:00,35.825,me - men elite,143.2,gt.a,uci.wr.gt.a.stage - tm2022,mountain_uphill_finish,408.0,4036.0,lourdes,hautacam,1,1551,3.6 km solo,tour-de-france,2022,18,stage-race,grand-tour,0,0,solo,no sprint,3.6
754,tour-de-france/2022/stage-19,2022-07-22,13:10:00,48.684,me - men elite,188.3,gt.a,uci.wr.gt.a.stage - tm2022,hill_uphill_finish,35.0,1316.0,castelnau-magnoac,cahors,1,1551,0.4 km solo,tour-de-france,2022,19,stage-race,grand-tour,0,0,solo,no sprint,0.4
