,rider_code,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb
0,laurens-de-plus,68,0,2,3,158.0,68.68518518518519,0.0,0.029411764705882353,0.04411764705882353,2.323529411764706
1,oliver-naesen,113,1,4,18,1092.0,52.60747663551402,0.008849557522123894,0.035398230088495575,0.1592920353982301,9.663716814159292
2,tim-wellens,129,4,7,24,1218.0,51.53508771929825,0.031007751937984496,0.05426356589147287,0.18604651162790697,9.44186046511628
3,greg-van-avermaet,119,1,10,33,2078.0,42.71551724137931,0.008403361344537815,0.08403361344537816,0.2773109243697479,17.462184873949578
4,marc-hirschi,137,6,15,31,1970.0,52.47692307692308,0.043795620437956206,0.10948905109489052,0.22627737226277372,14.379562043795621
5,mike-teunissen,80,0,0,8,358.0,71.30263157894737,0.0,0.0,0.1,4.475
6,ivan-garcia-cortina,107,1,2,16,780.0,61.78260869565217,0.009345794392523364,0.018691588785046728,0.14953271028037382,7.289719626168225
7,stefan-kung,117,0,2,12,748.0,54.51304347826087,0.0,0.017094017094017096,0.10256410256410256,6.3931623931623935
8,simon-clarke,150,1,7,22,1135.0,64.45185185185186,0.006666666666666667,0.04666666666666667,0.14666666666666667,7.566666666666666
9,,0.0,,,,,,,,,
10,fabio-felline,128,0,1,4,129.0,62.38834951456311,0.0,0.0078125,0.03125,1.0078125
11,sep-vanmarcke,63,1,1,6,520.0,63.017857142857146,0.015873015873015872,0.015873015873015872,0.09523809523809523,8.253968253968255
12,dion-smith,95,1,2,12,478.0,64.66279069767442,0.010526315789473684,0.021052631578947368,0.12631578947368421,5.031578947368421
13,zdenek-stybar,95,1,2,7,760.0,72.26373626373626,0.010526315789473684,0.021052631578947368,0.07368421052631578,8.0
14,ruben-guerreiro,121,2,4,15,608.0,33.07079646017699,0.01652892561983471,0.03305785123966942,0.12396694214876033,5.024793388429752
15,dylan-van-baarle,152,3,5,17,1519.0,56.080536912751676,0.019736842105263157,0.03289473684210526,0.1118421052631579,9.993421052631579
16,martijn-tusveld,130,0,0,3,95.0,65.6260162601626,0.0,0.0,0.023076923076923078,0.7307692307692307
17,florian-senechal,84,0,2,12,693.0,81.62025316455696,0.0,0.023809523809523808,0.14285714285714285,8.25
18,stan-dewulf,101,1,2,6,313.0,68.16842105263157,0.009900990099009901,0.019801980198019802,0.0594059405940594,3.099009900990099
19,lukas-postlberger,86,1,1,2,119.0,94.41558441558442,0.011627906976744186,0.011627906976744186,0.023255813953488372,1.3837209302325582
20,timo-roosen,64,0,0,1,125.0,77.53571428571429,0.0,0.0,0.015625,1.953125
21,nico-denz,126,1,1,1,134.0,98.38461538461539,0.007936507936507936,0.007936507936507936,0.007936507936507936,1.0634920634920635
22,kevin-geniets,85,0,0,3,180.0,69.34210526315789,0.0,0.0,0.03529411764705882,2.1176470588235294
23,jenthe-biermans,80,0,1,5,203.0,73.92857142857143,0.0,0.0125,0.0625,2.5375
24,tim-declercq,99,0,0,2,68.0,94.7840909090909,0.0,0.0,0.020202020202020204,0.6868686868686869
25,lawrence-warbasse,124,0,0,1,151.0,54.760330578512395,0.0,0.0,0.008064516129032258,1.217741935483871
26,jack-bauer,67,0,0,0,85.0,86.58730158730158,0.0,0.0,0.0,1.2686567164179106
27,mads-pedersen,98,5,9,14,1091.0,92.5340909090909,0.05102040816326531,0.09183673469387756,0.14285714285714285,11.13265306122449
28,valentin-madouas,139,2,8,21,1380.0,39.44525547445255,0.014388489208633094,0.05755395683453238,0.1510791366906475,9.928057553956835
29,robert-stannard,107,0,0,5,299.0,68.72916666666667,0.0,0.0,0.04672897196261682,2.794392523364486
30,amaury-capiot,37,1,2,7,285.0,56.064516129032256,0.02702702702702703,0.05405405405405406,0.1891891891891892,7.702702702702703
31,casper-pedersen,94,1,1,3,184.0,98.46428571428571,0.010638297872340425,0.010638297872340425,0.031914893617021274,1.9574468085106382
32,davide-ballerini,109,1,2,8,380.0,74.16483516483517,0.009174311926605505,0.01834862385321101,0.07339449541284404,3.4862385321100917
33,milan-menten,30,0,1,7,203.0,38.291666666666664,0.0,0.03333333333333333,0.23333333333333334,6.766666666666667
34,piet-allegaert,52,0,0,5,259.0,70.47826086956522,0.0,0.0,0.09615384615384616,4.980769230769231
35,jasha-sutterlin,114,0,0,2,140.0,80.33663366336634,0.0,0.0,0.017543859649122806,1.2280701754385965
36,carlos-verona,166,1,4,10,360.0,58.3416149068323,0.006024096385542169,0.024096385542168676,0.060240963855421686,2.1686746987951806
37,michael-schar,129,0,0,0,148.0,66.91735537190083,0.0,0.0,0.0,1.1472868217054264
38,callum-scotson,90,0,0,0,10.0,90.35802469135803,0.0,0.0,0.0,0.1111111111111111
39,jasper-philipsen,99,4,7,17,903.0,75.7159090909091,0.04040404040404041,0.0707070707070707,0.1717171717171717,9.121212121212121
40,aime-de-gendt,64,0,1,2,213.0,91.15517241379311,0.0,0.015625,0.03125,3.328125
41,jos-van-emden,94,0,0,0,30.0,97.36470588235294,0.0,0.0,0.0,0.3191489361702128
42,edoardo-affini,75,0,0,0,41.0,112.5,0.0,0.0,0.0,0.5466666666666666
43,sam-bennett,178,5,7,12,776.0,103.85276073619632,0.028089887640449437,0.03932584269662921,0.06741573033707865,4.359550561797753
44,lukasz-wisniowski,95,0,0,0,79.0,104.2289156626506,0.0,0.0,0.0,0.8315789473684211
45,guillaume-van-keirsbulck,48,0,0,0,25.0,92.6842105263158,0.0,0.0,0.0,0.5208333333333334
46,gijs-van-hoecke,52,0,0,1,78.0,74.66666666666667,0.0,0.0,0.019230769230769232,1.5
47,ryan-gibbons,97,1,3,8,414.0,60.89655172413793,0.010309278350515464,0.030927835051546393,0.08247422680412371,4.268041237113402
48,kristoffer-halvorsen,32,0,1,5,87.0,67.88,0.0,0.03125,0.15625,2.71875
49,leonardo-basso,57,0,0,0,45.0,98.10810810810811,0.0,0.0,0.0,0.7894736842105263
50,edward-theuns,118,0,1,8,313.0,89.35087719298245,0.0,0.00847457627118644,0.06779661016949153,2.652542372881356
51,boy-van-poppel,51,0,0,0,59.0,106.13636363636364,0.0,0.0,0.0,1.1568627450980393
52,wesley-kreder,62,0,0,0,20.0,113.16666666666667,0.0,0.0,0.0,0.3225806451612903
53,reto-hollenstein,136,0,0,0,95.0,91.088,0.0,0.0,0.0,0.6985294117647058
54,dmitriy-gruzdev,97,0,0,0,10.0,103.95121951219512,0.0,0.0,0.0,0.10309278350515463
55,oscar-riesebeek,58,0,1,2,113.0,96.17857142857143,0.0,0.017241379310344827,0.034482758620689655,1.9482758620689655
56,dries-van-gestel,36,0,2,2,228.0,57.75,0.0,0.05555555555555555,0.05555555555555555,6.333333333333333
57,baptiste-planckaert,54,0,0,2,161.0,75.02272727272727,0.0,0.0,0.037037037037037035,2.9814814814814814
58,ludovic-robeet,22,0,0,0,28.0,70.6470588235294,0.0,0.0,0.0,1.2727272727272727
59,tom-bohli,86,0,0,1,30.0,110.64285714285714,0.0,0.0,0.011627906976744186,0.3488372093023256
60,aaron-verwilst,33,0,0,0,15.0,67.5,0.0,0.0,0.0,0.45454545454545453
61,edward-planckaert,47,0,0,0,5.0,110.67441860465117,0.0,0.0,0.0,0.10638297872340426
62,arnaud-demare,97,2,10,16,793.0,86.0,0.020618556701030927,0.10309278350515463,0.16494845360824742,8.175257731958762
63,rui-oliveira,88,0,1,4,201.0,93.3375,0.0,0.011363636363636364,0.045454545454545456,2.284090909090909
64,dorian-godon,117,2,6,19,745.0,52.57017543859649,0.017094017094017096,0.05128205128205128,0.1623931623931624,6.367521367521367
65,josef-cerny,113,0,1,1,89.0,112.23655913978494,0.0,0.008849557522123894,0.008849557522123894,0.7876106194690266
66,jakub-mareczko,50,0,1,1,28.0,116.48571428571428,0.0,0.02,0.02,0.56
67,adrien-petit,54,0,0,0,24.0,110.5952380952381,0.0,0.0,0.0,0.4444444444444444
68,miles-scotson,105,0,0,1,74.0,101.6938775510204,0.0,0.0,0.009523809523809525,0.7047619047619048
69,ramon-sinkeldam,79,0,0,0,49.0,111.57894736842105,0.0,0.0,0.0,0.620253164556962
70,juan-sebastian-molano,115,0,1,9,111.0,115.22340425531915,0.0,0.008695652173913044,0.0782608695652174,0.9652173913043478
71,alex-kirsch,84,0,0,0,67.0,101.14285714285714,0.0,0.0,0.0,0.7976190476190477
72,matteo-moschetti,68,0,1,3,54.0,125.66666666666667,0.0,0.014705882352941176,0.04411764705882353,0.7941176470588235
73,alvaro-jose-hodeg,48,0,0,0,0.0,130.63888888888889,0.0,0.0,0.0,0.0
74,bob-jungels,121,1,1,4,299.0,49.86086956521739,0.008264462809917356,0.008264462809917356,0.03305785123966942,2.4710743801652892
75,soren-kragh-andersen,89,2,4,9,490.0,62.75,0.02247191011235955,0.0449438202247191,0.10112359550561797,5.50561797752809
76,yevgeniy-gidich,50,0,0,0,40.0,86.09677419354838,0.0,0.0,0.0,0.8
77,manuele-boaro,126,0,0,3,63.0,87.66666666666667,0.0,0.0,0.023809523809523808,0.5
78,filippo-ganna,87,1,1,2,141.0,92.0,0.011494252873563218,0.011494252873563218,0.022988505747126436,1.6206896551724137
79,lionel-taminiaux,32,0,1,2,83.0,105.43333333333334,0.0,0.03125,0.0625,2.59375
80,tom-devriendt,36,0,0,0,26.0,76.78260869565217,0.0,0.0,0.0,0.7222222222222222
81,hector-carretero,110,0,1,2,87.0,86.46739130434783,0.0,0.00909090909090909,0.01818181818181818,0.7909090909090909
82,lluis-guillermo-mas,87,0,0,0,69.0,85.63013698630137,0.0,0.0,0.0,0.7931034482758621
83,remy-mertz,73,0,1,2,121.0,75.98214285714286,0.0,0.0136986301369863,0.0273972602739726,1.6575342465753424
84,frederik-frison,69,0,0,0,40.0,114.57894736842105,0.0,0.0,0.0,0.5797101449275363
85,senne-leysen,66,0,0,0,22.0,95.81666666666666,0.0,0.0,0.0,0.3333333333333333
86,julius-van-den-berg,107,0,0,0,31.0,115.9381443298969,0.0,0.0,0.0,0.2897196261682243
87,matej-mohoric,124,4,10,19,1641.0,59.58620689655172,0.03225806451612903,0.08064516129032258,0.1532258064516129,13.233870967741936
88,victor-campenaerts,84,1,2,5,272.0,84.36708860759494,0.011904761904761904,0.023809523809523808,0.05952380952380952,3.238095238095238
89,luke-durbridge,117,0,0,0,112.0,94.86538461538461,0.0,0.0,0.0,0.9572649572649573
90,jasper-stuyven,109,1,6,20,1191.0,58.08571428571429,0.009174311926605505,0.05504587155963303,0.1834862385321101,10.926605504587156
91,tiesj-benoot,107,0,5,27,1523.0,42.83168316831683,0.0,0.04672897196261682,0.2523364485981308,14.233644859813085
92,nikias-arndt,131,2,6,16,444.0,70.475,0.015267175572519083,0.04580152671755725,0.12213740458015267,3.3893129770992365
93,kasper-asgreen,103,3,6,17,1274.0,70.76842105263158,0.02912621359223301,0.05825242718446602,0.1650485436893204,12.368932038834952
94,gianni-vermeersch,66,0,1,9,437.0,67.87301587301587,0.0,0.015151515151515152,0.13636363636363635,6.621212121212121
95,mads-wurtz-schmidt,71,1,1,4,175.0,79.49152542372882,0.014084507042253521,0.014084507042253521,0.056338028169014086,2.464788732394366
96,andrey-amador,127,0,0,1,63.0,79.175,0.0,0.0,0.007874015748031496,0.49606299212598426
97,tom-van-asbroeck,55,0,0,2,118.0,55.84313725490196,0.0,0.0,0.03636363636363636,2.1454545454545455
98,alfred-wright,89,0,4,14,462.0,69.8,0.0,0.0449438202247191,0.15730337078651685,5.191011235955056
99,christophe-laporte,98,3,11,14,1323.0,78.2840909090909,0.030612244897959183,0.11224489795918367,0.14285714285714285,13.5
100,danny-van-poppel,93,1,2,13,438.0,84.7875,0.010752688172043012,0.021505376344086023,0.13978494623655913,4.709677419354839
101,kenneth-van-rooy,22,0,0,2,135.0,27.72222222222222,0.0,0.0,0.09090909090909091,6.136363636363637
102,ben-swift,88,0,1,5,180.0,60.358024691358025,0.0,0.011363636363636364,0.056818181818181816,2.0454545454545454
103,guillaume-boivin,101,0,0,3,203.0,87.17241379310344,0.0,0.0,0.0297029702970297,2.00990099009901
104,gianni-moscon,103,1,2,6,492.0,55.724137931034484,0.009708737864077669,0.019417475728155338,0.05825242718446602,4.776699029126213
105,michael-morkov,112,0,0,2,141.0,115.73148148148148,0.0,0.0,0.017857142857142856,1.2589285714285714
106,brandon-mcnulty,123,3,7,15,653.0,44.88392857142857,0.024390243902439025,0.056910569105691054,0.12195121951219512,5.308943089430894
107,tosh-van-der-sande,110,0,3,6,342.0,75.78787878787878,0.0,0.02727272727272727,0.05454545454545454,3.109090909090909
108,hugo-houle,135,1,2,6,360.0,52.416,0.007407407407407408,0.014814814814814815,0.044444444444444446,2.6666666666666665
109,michael-gogl,101,0,0,3,232.0,83.02298850574712,0.0,0.0,0.0297029702970297,2.297029702970297
110,peter-sagan,145,7,18,36,1987.0,81.2919708029197,0.04827586206896552,0.12413793103448276,0.2482758620689655,13.703448275862069
111,jake-stewart,35,0,1,3,117.0,58.03333333333333,0.0,0.02857142857142857,0.08571428571428572,3.342857142857143
112,mathias-norsgaard,48,0,0,0,40.0,96.04444444444445,0.0,0.0,0.0,0.8333333333333334
113,jonas-rickaert,32,0,0,1,29.0,87.60714285714286,0.0,0.0,0.03125,0.90625
114,alexis-renard,43,0,0,0,21.0,83.79411764705883,0.0,0.0,0.0,0.4883720930232558
115,olav-kooij,20,0,3,5,116.0,80.26315789473684,0.0,0.15,0.25,5.8
116,attila-valter,82,0,2,10,410.0,41.59493670886076,0.0,0.024390243902439025,0.12195121951219512,5.0
117,andrea-pasqualon,120,1,3,13,667.0,56.27927927927928,0.008333333333333333,0.025,0.10833333333333334,5.558333333333334
118,samuele-battistella,77,1,3,8,381.0,65.17241379310344,0.012987012987012988,0.03896103896103896,0.1038961038961039,4.9480519480519485
119,andreas-kron,105,2,4,18,591.0,50.33695652173913,0.01904761904761905,0.0380952380952381,0.17142857142857143,5.628571428571429
120,stefan-bissegger,71,1,1,1,94.0,89.3225806451613,0.014084507042253521,0.014084507042253521,0.014084507042253521,1.323943661971831
121,tim-merlier,43,1,2,5,194.0,117.48780487804878,0.023255813953488372,0.046511627906976744,0.11627906976744186,4.511627906976744
122,stanislaw-aniolkowski,24,0,0,2,62.0,67.84210526315789,0.0,0.0,0.08333333333333333,2.5833333333333335
123,heinrich-haussler,76,0,0,0,94.0,95.22727272727273,0.0,0.0,0.0,1.236842105263158
124,finn-fisher-black,28,0,0,1,25.0,60.142857142857146,0.0,0.0,0.03571428571428571,0.8928571428571429
125,arjen-livyns,42,0,0,1,143.0,53.5,0.0,0.0,0.023809523809523808,3.4047619047619047
126,laurenz-rex,13,0,0,1,28.0,66.0,0.0,0.0,0.07692307692307693,2.1538461538461537
127,barnabas-peak,54,0,0,1,45.0,87.95121951219512,0.0,0.0,0.018518518518518517,0.8333333333333334
128,dries-de-bondt,61,0,0,5,183.0,83.0,0.0,0.0,0.08196721311475409,3.0
129,fabian-lienhard,59,0,0,3,135.0,89.4,0.0,0.0,0.05084745762711865,2.288135593220339
130,arne-marit,14,1,1,1,145.0,73.22222222222223,0.07142857142857142,0.07142857142857142,0.07142857142857142,10.357142857142858
131,attilio-viviani,41,0,0,0,10.0,112.0,0.0,0.0,0.0,0.24390243902439024
132,guy-sagiv,52,0,0,0,20.0,116.23529411764706,0.0,0.0,0.0,0.38461538461538464
133,jasper-de-buyst,80,0,0,5,188.0,94.12676056338029,0.0,0.0,0.0625,2.35
134,charlie-quarterman,14,0,0,0,5.0,96.53846153846153,0.0,0.0,0.0,0.35714285714285715
135,phil-bauhaus,92,1,5,15,359.0,99.12941176470588,0.010869565217391304,0.05434782608695652,0.16304347826086957,3.902173913043478
136,vegard-stake-laengen,102,0,1,1,141.0,86.3,0.0,0.00980392156862745,0.00980392156862745,1.3823529411764706
137,szymon-sajnok,56,0,0,2,39.0,108.0,0.0,0.0,0.03571428571428571,0.6964285714285714
138,elia-viviani,122,6,10,17,1023.0,98.36842105263158,0.04918032786885246,0.08196721311475409,0.13934426229508196,8.385245901639344
139,benjamin-thomas-2,81,0,1,8,211.0,73.32,0.0,0.012345679012345678,0.09876543209876543,2.6049382716049383
140,alexander-konychev,38,0,0,0,25.0,100.28,0.0,0.0,0.0,0.6578947368421053
141,mikkel-bjerg,84,0,1,2,78.0,92.43589743589743,0.0,0.011904761904761904,0.023809523809523808,0.9285714285714286
142,ryan-mullen,68,0,0,2,37.0,108.60344827586206,0.0,0.0,0.029411764705882353,0.5441176470588235
143,toms-skujins,143,0,2,8,773.0,65.69064748201438,0.0,0.013986013986013986,0.055944055944055944,5.405594405594406
144,dries-devenyns,158,1,1,4,370.0,79.00735294117646,0.006329113924050633,0.006329113924050633,0.02531645569620253,2.3417721518987342
145,dylan-groenewegen,61,0,1,5,137.0,121.41509433962264,0.0,0.01639344262295082,0.08196721311475409,2.2459016393442623
146,cees-bol,89,1,1,3,100.0,122.4074074074074,0.011235955056179775,0.011235955056179775,0.033707865168539325,1.1235955056179776
147,matteo-sobrero,90,0,1,2,83.0,65.49333333333334,0.0,0.011111111111111112,0.022222222222222223,0.9222222222222223
148,maciej-bodnar,115,0,0,0,30.0,118.97894736842105,0.0,0.0,0.0,0.2608695652173913
149,daniel-oss,124,0,0,2,142.0,89.0,0.0,0.0,0.016129032258064516,1.1451612903225807
150,geraint-thomas,106,1,5,22,573.0,35.70103092783505,0.009433962264150943,0.04716981132075472,0.20754716981132076,5.40566037735849
151,thomas-de-gendt,212,4,6,8,395.0,75.82722513089006,0.018867924528301886,0.02830188679245283,0.03773584905660377,1.8632075471698113
152,caleb-ewan,98,4,11,15,1123.0,106.35632183908046,0.04081632653061224,0.11224489795918367,0.15306122448979592,11.459183673469388
153,jonathan-milan,21,0,1,2,40.0,83.81818181818181,0.0,0.047619047619047616,0.09523809523809523,1.9047619047619047
154,max-walscheid,111,0,1,4,103.0,113.71698113207547,0.0,0.009009009009009009,0.036036036036036036,0.9279279279279279
155,jakob-fuglsang,143,5,14,39,2262.0,31.28985507246377,0.03496503496503497,0.0979020979020979,0.2727272727272727,15.818181818181818
156,emanuel-buchmann,120,1,2,22,537.0,29.6,0.008333333333333333,0.016666666666666666,0.18333333333333332,4.475
157,wout-poels,161,1,4,22,508.0,49.04516129032258,0.006211180124223602,0.024844720496894408,0.13664596273291926,3.1552795031055902
158,thibaut-pinot,109,2,5,20,703.0,36.63809523809524,0.01834862385321101,0.045871559633027525,0.1834862385321101,6.4495412844036695
159,dylan-teuns,139,5,6,26,1376.0,37.621212121212125,0.03597122302158273,0.04316546762589928,0.18705035971223022,9.899280575539569
160,aleksey-lutsenko,132,4,7,23,878.0,43.479674796747965,0.030303030303030304,0.05303030303030303,0.17424242424242425,6.651515151515151
161,david-martin-romero,123,2,8,25,854.0,41.18181818181818,0.016260162601626018,0.06504065040650407,0.2032520325203252,6.943089430894309
162,romain-bardet,167,1,5,27,1151.0,31.972602739726028,0.005988023952095809,0.029940119760479042,0.16167664670658682,6.892215568862276
163,warren-barguil,127,2,6,28,1450.0,32.29752066115702,0.015748031496062992,0.047244094488188976,0.2204724409448819,11.417322834645669
164,xandro-meurisse,105,1,4,8,388.0,49.144329896907216,0.009523809523809525,0.0380952380952381,0.0761904761904762,3.6952380952380954
165,sebastien-reichenbach,131,0,1,9,242.0,41.49193548387097,0.0,0.007633587786259542,0.06870229007633588,1.8473282442748091
166,hermann-pernsteiner,123,0,2,6,300.0,40.83471074380165,0.0,0.016260162601626018,0.04878048780487805,2.4390243902439024
167,guillaume-martin,181,1,8,40,1426.0,22.162011173184357,0.0055248618784530384,0.04419889502762431,0.22099447513812154,7.878453038674033
168,gorka-izagirre,170,1,1,12,675.0,46.585798816568044,0.0058823529411764705,0.0058823529411764705,0.07058823529411765,3.9705882352941178
169,magnus-cort-nielsen,136,6,8,14,719.0,77.09448818897638,0.04411764705882353,0.058823529411764705,0.10294117647058823,5.286764705882353
170,nicolas-edet,189,0,3,10,397.0,57.2,0.0,0.015873015873015872,0.05291005291005291,2.1005291005291005
171,rudy-molard,143,0,0,8,647.0,41.618705035971225,0.0,0.0,0.055944055944055944,4.524475524475524
172,simone-petilli,125,0,0,2,185.0,53.68421052631579,0.0,0.0,0.016,1.48
173,mikael-cherel,117,0,0,0,71.0,55.0,0.0,0.0,0.0,0.6068376068376068
174,neilson-powless,141,3,5,14,980.0,47.02985074626866,0.02127659574468085,0.03546099290780142,0.09929078014184398,6.950354609929078
175,joey-rosskopf,89,0,1,3,132.0,68.53571428571429,0.0,0.011235955056179775,0.033707865168539325,1.4831460674157304
176,sepp-kuss,167,2,4,29,665.0,42.27439024390244,0.011976047904191617,0.023952095808383235,0.17365269461077845,3.9820359281437128
177,jack-haig,90,0,3,19,657.0,32.15294117647059,0.0,0.03333333333333333,0.2111111111111111,7.3
178,michal-kwiatkowski,109,2,4,17,1362.0,51.02,0.01834862385321101,0.03669724770642202,0.1559633027522936,12.495412844036696
179,damien-howson,122,0,0,5,84.0,66.75454545454545,0.0,0.0,0.040983606557377046,0.6885245901639344
180,carl-fredrik-hagen,84,0,1,6,121.0,45.49382716049383,0.0,0.011904761904761904,0.07142857142857142,1.4404761904761905
181,nils-politt,111,2,2,8,625.0,63.38095238095238,0.018018018018018018,0.018018018018018018,0.07207207207207207,5.63063063063063
182,julian-alaphilippe,126,16,26,46,4459.0,31.551724137931036,0.12698412698412698,0.20634920634920634,0.36507936507936506,35.388888888888886
183,alessandro-de-marchi,126,1,4,11,551.0,75.42857142857143,0.007936507936507936,0.031746031746031744,0.0873015873015873,4.373015873015873
184,ruben-fernandez,113,0,0,2,100.0,55.3921568627451,0.0,0.0,0.017699115044247787,0.8849557522123894
185,david-gaudu,147,6,13,43,1878.0,29.21323529411765,0.04081632653061224,0.08843537414965986,0.2925170068027211,12.775510204081632
186,edvald-boasson-hagen,115,1,2,7,302.0,74.43119266055047,0.008695652173913044,0.017391304347826087,0.06086956521739131,2.626086956521739
187,eduardo-sepulveda,98,0,0,2,54.0,61.550561797752806,0.0,0.0,0.02040816326530612,0.5510204081632653
188,julien-bernard,140,0,1,1,90.0,67.51162790697674,0.0,0.007142857142857143,0.007142857142857143,0.6428571428571429
189,wout-van-aert,98,11,33,44,4437.0,30.094736842105263,0.11224489795918367,0.336734693877551,0.4489795918367347,45.275510204081634
190,maxime-bouet,73,0,0,1,92.0,57.09090909090909,0.0,0.0,0.0136986301369863,1.2602739726027397
191,matthieu-ladagnous,115,0,0,0,49.0,86.22826086956522,0.0,0.0,0.0,0.4260869565217391
192,felix-grossschartner,142,1,3,22,369.0,49.833333333333336,0.007042253521126761,0.02112676056338028,0.15492957746478872,2.5985915492957745
193,lennard-hofstede,102,0,0,0,31.0,98.32608695652173,0.0,0.0,0.0,0.30392156862745096
194,jonas-koch,93,0,0,6,155.0,90.84415584415585,0.0,0.0,0.06451612903225806,1.6666666666666667
195,nick-schultz,138,0,1,5,252.0,56.80487804878049,0.0,0.007246376811594203,0.036231884057971016,1.826086956521739
196,niklas-eg,102,0,0,0,38.0,58.75257731958763,0.0,0.0,0.0,0.37254901960784315
197,florian-stork,35,0,0,1,24.0,84.85714285714286,0.0,0.0,0.02857142857142857,0.6857142857142857
198,jan-tratnik,126,1,3,6,506.0,84.64102564102564,0.007936507936507936,0.023809523809523808,0.047619047619047616,4.015873015873016
199,mark-padun,114,2,3,4,246.0,81.16,0.017543859649122806,0.02631578947368421,0.03508771929824561,2.1578947368421053
200,quentin-pacher,119,0,2,18,556.0,39.07142857142857,0.0,0.01680672268907563,0.15126050420168066,4.6722689075630255
201,anthony-delaplace,108,1,2,8,286.0,64.61855670103093,0.009259259259259259,0.018518518518518517,0.07407407407407407,2.6481481481481484
202,daryl-impey,122,3,11,14,853.0,66.21052631578948,0.02459016393442623,0.09016393442622951,0.11475409836065574,6.991803278688525
203,jens-keukeleire,106,0,0,2,236.0,77.42105263157895,0.0,0.0,0.018867924528301886,2.2264150943396226
204,remi-cavagna,161,2,3,5,298.0,82.22727272727273,0.012422360248447204,0.018633540372670808,0.031055900621118012,1.8509316770186335
205,stefan-de-bod,97,0,0,0,81.0,67.48314606741573,0.0,0.0,0.0,0.8350515463917526
206,benoit-cosnefroy,137,4,10,19,1841.0,73.39097744360902,0.029197080291970802,0.072992700729927,0.1386861313868613,13.437956204379562
207,kevin-ledanois,86,0,0,1,118.0,78.96,0.0,0.0,0.011627906976744186,1.372093023255814
208,cesare-benedetti,155,1,1,1,225.0,92.50694444444444,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,1.4516129032258065
209,imanol-erviti,150,0,1,1,146.0,78.34965034965035,0.0,0.006666666666666667,0.006666666666666667,0.9733333333333334
210,pascal-eenkhoorn,62,0,0,2,160.0,66.7457627118644,0.0,0.0,0.03225806451612903,2.5806451612903225
211,clement-venturini,101,0,2,14,343.0,66.67368421052632,0.0,0.019801980198019802,0.13861386138613863,3.396039603960396
212,adam-yates,127,4,17,51,1728.0,20.04237288135593,0.031496062992125984,0.13385826771653545,0.4015748031496063,13.606299212598426
213,steven-kruijswijk,121,0,2,16,227.0,34.578947368421055,0.0,0.01652892561983471,0.1322314049586777,1.8760330578512396
214,gregor-muhlberger,121,0,3,5,244.0,61.80555555555556,0.0,0.024793388429752067,0.04132231404958678,2.0165289256198347
215,fabien-doubey,104,0,1,1,107.0,58.904761904761905,0.0,0.009615384615384616,0.009615384615384616,1.0288461538461537
216,alberto-bettiol,127,2,5,17,1222.0,55.95495495495496,0.015748031496062992,0.03937007874015748,0.13385826771653545,9.622047244094489
217,michael-woods,141,3,14,44,2059.0,36.6,0.02127659574468085,0.09929078014184398,0.3120567375886525,14.602836879432624
218,wilco-kelderman,142,0,4,30,639.0,30.67153284671533,0.0,0.028169014084507043,0.2112676056338028,4.5
219,ion-izagirre,167,4,7,21,655.0,44.63354037267081,0.023952095808383235,0.041916167664670656,0.12574850299401197,3.9221556886227544
220,ben-o-connor,141,4,8,23,678.0,38.54744525547445,0.028368794326241134,0.05673758865248227,0.16312056737588654,4.808510638297872
221,tao-geoghegan-hart,127,1,5,15,466.0,47.05042016806723,0.007874015748031496,0.03937007874015748,0.11811023622047244,3.6692913385826773
222,enric-mas,167,2,13,47,1502.0,24.558282208588956,0.011976047904191617,0.07784431137724551,0.281437125748503,8.994011976047904
223,patrick-konrad,139,1,6,25,938.0,34.6124031007752,0.007194244604316547,0.04316546762589928,0.17985611510791366,6.748201438848921
224,aurelien-paret-peintre,127,1,2,8,463.0,40.58196721311475,0.007874015748031496,0.015748031496062992,0.06299212598425197,3.645669291338583
225,louis-meintjes,151,2,3,14,410.0,43.56944444444444,0.013245033112582781,0.019867549668874173,0.09271523178807947,2.7152317880794703
226,ben-hermans,58,1,2,7,367.0,47.0,0.017241379310344827,0.034482758620689655,0.1206896551724138,6.327586206896552
227,mattias-skjelmose-jensen,52,0,1,8,269.0,40.21568627450981,0.0,0.019230769230769232,0.15384615384615385,5.173076923076923
228,felix-gall,56,0,0,5,115.0,59.723404255319146,0.0,0.0,0.08928571428571429,2.0535714285714284
229,joe-dombrowski,110,1,2,4,156.0,56.23809523809524,0.00909090909090909,0.01818181818181818,0.03636363636363636,1.4181818181818182
230,kenny-elissonde,121,0,2,7,250.0,54.87826086956522,0.0,0.01652892561983471,0.05785123966942149,2.0661157024793386
231,jaakko-hanninen,92,0,0,1,61.0,68.22619047619048,0.0,0.0,0.010869565217391304,0.6630434782608695
232,carlos-rodriguez-cano,47,1,1,10,421.0,28.822222222222223,0.02127659574468085,0.02127659574468085,0.2127659574468085,8.957446808510639
233,sylvain-moniquet,88,0,0,3,163.0,59.13414634146341,0.0,0.0,0.03409090909090909,1.8522727272727273
234,tsgabu-gebremaryam-grmay,125,0,0,2,67.0,72.0,0.0,0.0,0.016,0.536
