,rider_code,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat
516,szymon-sajnok,49,0,1,3,191.0,65.42857142857143,0.0,0.02040816326530612,0.061224489795918366,3.8979591836734695
517,lennard-hofstede,35,0,0,0,0.0,95.65625,0.0,0.0,0.0,0.0
518,clement-champoussin,18,0,0,0,0.0,82.5,0.0,0.0,0.0,0.0
519,juan-pedro-lopez,20,0,0,0,0.0,82.25,0.0,0.0,0.0,0.0
520,santiago-buitrago-sanchez,14,0,0,0,0.0,104.0,0.0,0.0,0.0,0.0
521,michel-ries,12,0,0,0,1.0,100.44444444444444,0.0,0.0,0.0,0.08333333333333333
522,jhojan-garcia,5,0,0,0,0.0,71.4,0.0,0.0,0.0,0.0
523,jannik-steimle,32,0,0,1,83.0,59.241379310344826,0.0,0.0,0.03125,2.59375
524,cameron-wurf,16,0,0,0,5.0,108.45454545454545,0.0,0.0,0.0,0.3125
525,remy-mertz,24,0,0,0,18.0,63.21739130434783,0.0,0.0,0.0,0.75
526,lorrenzo-manzin,49,0,0,7,214.0,50.114285714285714,0.0,0.0,0.14285714285714285,4.36734693877551
527,juan-ayuso-pesquera,5,0,0,0,1.0,42.8,0.0,0.0,0.0,0.2
528,carlos-rodriguez-cano,9,0,0,0,8.0,43.5,0.0,0.0,0.0,0.8888888888888888
529,jose-felix-parra,9,0,0,0,0.0,91.25,0.0,0.0,0.0,0.0
530,sam-oomen,29,0,0,0,1.0,40.607142857142854,0.0,0.0,0.0,0.034482758620689655
531,ilan-van-wilder,12,0,0,0,7.0,48.3,0.0,0.0,0.0,0.5833333333333334
532,jose-manuel-diaz-gallego,6,0,0,0,0.0,88.16666666666667,0.0,0.0,0.0,0.0
533,raul-garcia-pierna,6,0,0,0,0.0,75.16666666666667,0.0,0.0,0.0,0.0
534,louis-vervaeke,32,0,0,0,7.0,98.125,0.0,0.0,0.0,0.21875
535,simon-guglielmi,17,0,0,0,3.0,89.41176470588235,0.0,0.0,0.0,0.17647058823529413
536,ben-turner,14,0,0,2,118.0,55.714285714285715,0.0,0.0,0.14285714285714285,8.428571428571429
537,nicolas-prodhomme,23,0,0,0,0.0,82.71428571428571,0.0,0.0,0.0,0.0
538,patrick-bevin,25,0,0,2,20.0,57.27272727272727,0.0,0.0,0.08,0.8
539,gotzon-martin,13,0,0,0,10.0,50.76923076923077,0.0,0.0,0.0,0.7692307692307693
540,vojtech-repa,6,0,0,0,0.0,110.0,0.0,0.0,0.0,0.0
541,joan-bou,17,0,0,0,0.0,110.6,0.0,0.0,0.0,0.0
542,carlos-canal,17,0,0,0,24.0,52.25,0.0,0.0,0.0,1.411764705882353
543,ibai-azurmendi-sagastibel,6,0,0,0,0.0,97.16666666666667,0.0,0.0,0.0,0.0
544,james-shaw,9,0,0,0,5.0,76.77777777777777,0.0,0.0,0.0,0.5555555555555556
545,xabier-mikel-azparren-irurzun,20,0,0,0,0.0,120.47058823529412,0.0,0.0,0.0,0.0
546,luke-plapp,16,0,0,1,4.0,77.25,0.0,0.0,0.0625,0.25
547,ander-okamika,15,0,0,0,0.0,112.0,0.0,0.0,0.0,0.0
548,francisco-galvan,10,0,0,0,0.0,77.57142857142857,0.0,0.0,0.0,0.0
549,jimmy-janssens,23,0,0,0,20.0,112.54545454545455,0.0,0.0,0.0,0.8695652173913043
550,cedric-beullens,47,0,0,6,167.0,37.48780487804878,0.0,0.0,0.1276595744680851,3.5531914893617023
551,baptiste-planckaert,45,0,1,6,315.0,56.58536585365854,0.0,0.022222222222222223,0.13333333333333333,7.0
552,dries-de-bondt,59,1,4,8,460.0,56.310344827586206,0.01694915254237288,0.06779661016949153,0.13559322033898305,7.796610169491525
553,nico-denz,54,0,0,1,64.0,83.18604651162791,0.0,0.0,0.018518518518518517,1.1851851851851851
554,piet-allegaert,72,1,3,18,793.0,37.84848484848485,0.013888888888888888,0.041666666666666664,0.25,11.01388888888889
555,elmar-reinders,31,0,0,0,14.0,60.95,0.0,0.0,0.0,0.45161290322580644
556,nacer-bouhanni,32,1,11,16,1003.0,21.96,0.03125,0.34375,0.5,31.34375
557,lawrence-naesen,50,0,0,7,272.0,35.41025641025641,0.0,0.0,0.14,5.44
558,milan-menten,48,1,1,6,313.0,41.52272727272727,0.020833333333333332,0.020833333333333332,0.125,6.520833333333333
559,otto-vergaerde,40,0,0,0,46.0,85.29032258064517,0.0,0.0,0.0,1.15
560,kenneth-van-rooy,47,0,1,5,261.0,36.292682926829265,0.0,0.02127659574468085,0.10638297872340426,5.553191489361702
561,mathijs-paasschens,25,0,0,0,16.0,83.35,0.0,0.0,0.0,0.64
562,sasha-weemaes,36,0,2,6,232.0,51.869565217391305,0.0,0.05555555555555555,0.16666666666666666,6.444444444444445
563,mathieu-van-der-poel,30,5,6,11,1163.0,31.321428571428573,0.16666666666666666,0.2,0.36666666666666664,38.766666666666666
564,dries-van-gestel,49,1,2,13,609.0,41.71111111111111,0.02040816326530612,0.04081632653061224,0.2653061224489796,12.428571428571429
565,matthew-walls,15,1,1,1,164.0,50.111111111111114,0.06666666666666667,0.06666666666666667,0.06666666666666667,10.933333333333334
566,alessandro-fedeli,9,0,0,0,13.0,93.28571428571429,0.0,0.0,0.0,1.4444444444444444
567,alexis-guerin,9,0,0,0,10.0,86.28571428571429,0.0,0.0,0.0,1.1111111111111112
568,guy-sagiv,26,0,0,0,10.0,103.55555555555556,0.0,0.0,0.0,0.38461538461538464
569,tobias-foss,15,0,1,2,79.0,60.4,0.0,0.06666666666666667,0.13333333333333333,5.266666666666667
570,mauro-schmid,20,0,0,0,4.0,72.95,0.0,0.0,0.0,0.2
571,robin-froidevaux,4,0,0,1,23.0,16.75,0.0,0.0,0.25,5.75
572,nickolas-zukowsky,21,0,1,1,105.0,55.578947368421055,0.0,0.047619047619047616,0.047619047619047616,5.0
573,andre-carvalho,36,0,0,0,27.0,70.58620689655173,0.0,0.0,0.0,0.75
574,johan-jacobs,39,0,0,0,71.0,67.91428571428571,0.0,0.0,0.0,1.8205128205128205
575,kevin-vermaerke,11,0,0,0,5.0,89.33333333333333,0.0,0.0,0.0,0.45454545454545453
576,leon-heinschke,18,0,0,0,5.0,88.8,0.0,0.0,0.0,0.2777777777777778
577,joel-suter,19,0,0,0,18.0,79.53846153846153,0.0,0.0,0.0,0.9473684210526315
578,gleb-brussenskiy,5,0,0,0,0.0,51.666666666666664,0.0,0.0,0.0,0.0
579,ben-healy,10,0,0,0,20.0,86.4,0.0,0.0,0.0,2.0
580,luc-wirtgen,12,0,0,0,0.0,69.27272727272727,0.0,0.0,0.0,0.0
581,jens-reynders,33,0,0,4,150.0,37.964285714285715,0.0,0.0,0.12121212121212122,4.545454545454546
582,patrick-gamper,44,0,0,0,23.0,86.6,0.0,0.0,0.0,0.5227272727272727
583,tomas-barta,2,0,0,0,0.0,51.5,0.0,0.0,0.0,0.0
584,henok-mulubrhan,3,0,0,0,4.0,75.33333333333333,0.0,0.0,0.0,1.3333333333333333
585,roger-adria,6,0,0,0,7.0,94.25,0.0,0.0,0.0,1.1666666666666667
586,paul-wright,2,0,0,0,0.0,87.0,0.0,0.0,0.0,0.0
587,martin-urianstad,21,0,0,0,26.0,60.470588235294116,0.0,0.0,0.0,1.2380952380952381
588,eddy-fine,28,0,0,0,18.0,85.5909090909091,0.0,0.0,0.0,0.6428571428571429
589,arthur-kluckers,9,0,0,0,0.0,85.42857142857143,0.0,0.0,0.0,0.0
590,veljko-stojnic,2,0,0,0,0.0,99.0,0.0,0.0,0.0,0.0
591,petr-kelemeh,4,0,0,0,0.0,71.33333333333333,0.0,0.0,0.0,0.0
592,jacob-hindsgaul-madsen,3,0,0,0,0.0,103.0,0.0,0.0,0.0,0.0
593,jacob-eriksson,4,0,0,0,0.0,51.5,0.0,0.0,0.0,0.0
594,ethan-batt,6,0,0,0,0.0,87.4,0.0,0.0,0.0,0.0
595,james-fouche,9,0,0,0,0.0,83.4,0.0,0.0,0.0,0.0
596,karl-patrick-lauk,18,0,0,0,17.0,77.25,0.0,0.0,0.0,0.9444444444444444
597,stan-van-tricht,28,0,0,2,82.0,50.76923076923077,0.0,0.0,0.07142857142857142,2.9285714285714284
598,erik-fetter,8,0,0,0,0.0,96.66666666666667,0.0,0.0,0.0,0.0
599,tobias-bayer,26,0,1,2,81.0,56.869565217391305,0.0,0.038461538461538464,0.07692307692307693,3.1153846153846154
600,manuel-penalver,14,0,0,1,39.0,47.81818181818182,0.0,0.0,0.07142857142857142,2.7857142857142856
601,david-gonzalez-lopez,11,0,0,0,9.0,63.22222222222222,0.0,0.0,0.0,0.8181818181818182
602,colin-joyce,27,0,0,0,31.0,58.43478260869565,0.0,0.0,0.0,1.1481481481481481
603,aaron-verwilst,33,0,0,0,17.0,72.37037037037037,0.0,0.0,0.0,0.5151515151515151
604,oscar-riesebeek,42,1,1,2,172.0,93.0,0.023809523809523808,0.023809523809523808,0.047619047619047616,4.095238095238095
605,august-jensen,34,0,0,1,48.0,68.58333333333333,0.0,0.0,0.029411764705882353,1.411764705882353
606,ludovic-robeet,55,1,1,2,212.0,78.1086956521739,0.01818181818181818,0.01818181818181818,0.03636363636363636,3.8545454545454545
607,arvid-de-kleijn,27,0,0,7,176.0,32.333333333333336,0.0,0.0,0.25925925925925924,6.518518518518518
608,maikel-zijlaard,18,0,0,0,6.0,68.3076923076923,0.0,0.0,0.0,0.3333333333333333
609,arjen-livyns,41,0,0,1,118.0,64.25,0.0,0.0,0.024390243902439025,2.8780487804878048
610,thibault-guernalec,13,0,0,0,0.0,114.77777777777777,0.0,0.0,0.0,0.0
611,lennert-teugels,26,0,0,0,12.0,53.17391304347826,0.0,0.0,0.0,0.46153846153846156
612,dimitri-peyskens,23,0,0,0,5.0,72.41176470588235,0.0,0.0,0.0,0.21739130434782608
613,laurent-pichon,22,0,0,2,116.0,64.85714285714286,0.0,0.0,0.09090909090909091,5.2727272727272725
614,tim-naberman,20,0,0,0,0.0,73.46153846153847,0.0,0.0,0.0,0.0
615,nicolas-dalla-valle,7,0,0,0,0.0,106.5,0.0,0.0,0.0,0.0
616,samuel-gaze,8,0,0,0,3.0,48.4,0.0,0.0,0.0,0.375
617,joonas-henttala,12,0,0,0,0.0,97.5,0.0,0.0,0.0,0.0
618,simon-pellaud,20,0,0,0,0.0,80.2,0.0,0.0,0.0,0.0
619,marco-tizza,4,0,0,0,0.0,101.5,0.0,0.0,0.0,0.0
620,corey-davis,7,0,0,0,0.0,82.5,0.0,0.0,0.0,0.0
621,louis-bendixen,6,0,0,0,8.0,46.6,0.0,0.0,0.0,1.3333333333333333
622,soren-waerenskjold,21,0,0,1,86.0,37.166666666666664,0.0,0.0,0.047619047619047616,4.095238095238095
623,erlend-blikra,18,0,0,2,56.0,54.3125,0.0,0.0,0.1111111111111111,3.111111111111111
624,mika-heming,8,0,0,0,0.0,72.0,0.0,0.0,0.0,0.0
625,adam-de-vos,22,0,0,0,0.0,80.54545454545455,0.0,0.0,0.0,0.0
626,lucas-eriksson,12,0,0,0,8.0,58.55555555555556,0.0,0.0,0.0,0.6666666666666666
627,gilles-de-wilde,25,0,0,1,51.0,59.0,0.0,0.0,0.04,2.04
628,fabio-van-den-bossche,24,0,0,0,27.0,68.0909090909091,0.0,0.0,0.0,1.125
629,donavan-grondin,44,0,0,1,67.0,47.375,0.0,0.0,0.022727272727272728,1.5227272727272727
630,paniego-fuentes,11,0,0,0,13.0,45.45454545454545,0.0,0.0,0.0,1.1818181818181819
631,joel-nicolau,6,0,0,0,0.0,68.75,0.0,0.0,0.0,0.0
632,kristian-aasvold,5,0,0,1,14.0,36.6,0.0,0.0,0.2,2.8
633,diego-pablo-sevilla,5,0,0,0,0.0,85.0,0.0,0.0,0.0,0.0
634,antonio-soto,13,0,0,1,51.0,21.307692307692307,0.0,0.0,0.07692307692307693,3.923076923076923
635,ibon-ruiz,7,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
636,peio-goikoetxea,8,0,0,0,0.0,81.42857142857143,0.0,0.0,0.0,0.0
637,oier-lazkano,27,0,0,0,15.0,109.95652173913044,0.0,0.0,0.0,0.5555555555555556
638,marti-marquez,4,0,0,0,1.0,47.0,0.0,0.0,0.0,0.25
639,jonas-abrahamsen,27,0,0,0,0.0,80.41176470588235,0.0,0.0,0.0,0.0
640,erik-nordsaeter-resell,35,0,0,1,56.0,57.03125,0.0,0.0,0.02857142857142857,1.6
641,markus-hoelgaard,11,0,0,0,26.0,63.333333333333336,0.0,0.0,0.0,2.3636363636363638
642,martin-marcellusi,2,0,0,0,5.0,74.0,0.0,0.0,0.0,2.5
643,alessandro-iacchi,4,0,0,0,0.0,87.0,0.0,0.0,0.0,0.0
644,samuele-rivi,18,0,0,0,0.0,133.72222222222223,0.0,0.0,0.0,0.0
645,sander-de-pestel,26,0,0,0,23.0,66.45,0.0,0.0,0.0,0.8846153846153846
646,finn-fisher-black,15,0,0,0,0.0,105.6923076923077,0.0,0.0,0.0,0.0
647,alexander-kamp,13,0,0,0,1.0,100.125,0.0,0.0,0.0,0.07692307692307693
648,laurenz-rex,46,0,0,1,94.0,56.80555555555556,0.0,0.0,0.021739130434782608,2.0434782608695654
649,paul-penhoet,15,0,0,3,63.0,39.84615384615385,0.0,0.0,0.2,4.2
650,dusan-rajovic,15,0,0,0,7.0,43.0,0.0,0.0,0.0,0.4666666666666667
651,antonio-angulo,7,0,0,0,10.0,83.0,0.0,0.0,0.0,1.4285714285714286
652,orluis-aular,6,0,0,0,14.0,38.333333333333336,0.0,0.0,0.0,2.3333333333333335
653,torstein-traeen,5,0,0,0,0.0,75.0,0.0,0.0,0.0,0.0
654,stephen-bassett,23,0,0,0,5.0,76.14285714285714,0.0,0.0,0.0,0.21739130434782608
655,julian-mertens,12,0,0,0,25.0,54.375,0.0,0.0,0.0,2.0833333333333335
656,lewis-askey,23,0,0,0,37.0,55.68421052631579,0.0,0.0,0.0,1.608695652173913
657,blake-quick,10,0,0,0,0.0,62.22222222222222,0.0,0.0,0.0,0.0
658,jensen-plowright,11,0,0,1,20.0,36.0,0.0,0.0,0.09090909090909091,1.8181818181818181
659,alex-colman,26,0,0,0,5.0,71.57894736842105,0.0,0.0,0.0,0.19230769230769232
660,arne-marit,38,0,0,9,264.0,38.470588235294116,0.0,0.0,0.23684210526315788,6.947368421052632
661,ruben-apers,27,0,0,1,42.0,58.63157894736842,0.0,0.0,0.037037037037037035,1.5555555555555556
662,sebastien-grignard,26,0,0,0,10.0,84.15789473684211,0.0,0.0,0.0,0.38461538461538464
663,frederik-rodenberg,9,0,0,0,0.0,121.5,0.0,0.0,0.0,0.0
664,niklas-larsen,8,0,0,0,0.0,28.0,0.0,0.0,0.0,0.0
665,tom-paquot,29,0,0,1,22.0,79.16,0.0,0.0,0.034482758620689655,0.7586206896551724
666,maurice-ballerstedt,22,0,0,1,23.0,68.8,0.0,0.0,0.045454545454545456,1.0454545454545454
667,marius-mayrhofer,13,0,0,3,31.0,21.166666666666668,0.0,0.0,0.23076923076923078,2.3846153846153846
668,wessel-krul,16,0,0,1,37.0,35.875,0.0,0.0,0.0625,2.3125
669,rory-townsend,11,0,0,1,19.0,46.111111111111114,0.0,0.0,0.09090909090909091,1.7272727272727273
670,dries-de-pooter,16,0,0,0,13.0,50.30769230769231,0.0,0.0,0.0,0.8125
671,danny-van-der-tuuk,7,0,0,0,0.0,73.6,0.0,0.0,0.0,0.0
672,rick-pluimers,14,0,0,1,14.0,59.714285714285715,0.0,0.0,0.07142857142857142,1.0
673,jacob-scott,10,0,0,1,32.0,41.9,0.0,0.0,0.1,3.2
674,matthew-bostock,7,0,0,3,65.0,32.0,0.0,0.0,0.42857142857142855,9.285714285714286
675,gianmarco-garofoli,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
676,casper-van-uden,20,0,0,2,111.0,40.1875,0.0,0.0,0.1,5.55
677,laurence-pithie,11,0,0,1,18.0,70.0,0.0,0.0,0.09090909090909091,1.6363636363636365
678,ward-vanhoof,36,0,0,0,60.0,47.96969696969697,0.0,0.0,0.0,1.6666666666666667
679,enzo-paleni,5,0,0,0,0.0,66.25,0.0,0.0,0.0,0.0
680,pavel-bittner,13,0,0,0,15.0,54.9,0.0,0.0,0.0,1.1538461538461537
681,jules-hesters,19,0,0,2,74.0,48.5,0.0,0.0,0.10526315789473684,3.8947368421052633
682,henri-vandenabeele,5,0,0,0,0.0,135.25,0.0,0.0,0.0,0.0
683,tobias-lund-andresen,10,0,0,0,14.0,80.0,0.0,0.0,0.0,1.4
684,leo-hayter,6,0,0,0,0.0,106.6,0.0,0.0,0.0,0.0
685,oscar-onley,3,0,0,0,0.0,89.0,0.0,0.0,0.0,0.0
686,samuele-zambelli,3,0,1,1,41.0,18.333333333333332,0.0,0.3333333333333333,0.3333333333333333,13.666666666666666
687,luca-colnaghi,15,0,0,2,64.0,42.09090909090909,0.0,0.0,0.13333333333333333,4.266666666666667
688,stefano-gandin,1,0,0,1,20.0,7.0,0.0,0.0,1.0,20.0
689,lorenzo-milesi,2,0,0,0,0.0,53.0,0.0,0.0,0.0,0.0
690,ryan-christensen,12,0,0,0,14.0,38.9,0.0,0.0,0.0,1.1666666666666667
691,alessio-martinelli,1,0,0,0,0.0,54.0,0.0,0.0,0.0,0.0
692,simone-raccani,16,0,0,0,0.0,106.0625,0.0,0.0,0.0,0.0
693,paul-double,1,0,0,0,0.0,60.0,0.0,0.0,0.0,0.0
694,alex-tolio,2,0,0,0,0.0,96.5,0.0,0.0,0.0,0.0
695,mattia-petrucci,1,0,0,0,0.0,83.0,0.0,0.0,0.0,0.0
696,negasi-abreha,1,0,0,0,0.0,84.0,0.0,0.0,0.0,0.0
697,mathias-vacek,8,1,1,1,50.0,54.57142857142857,0.125,0.125,0.125,6.25
698,riccardo-lucca,7,0,0,0,0.0,112.28571428571429,0.0,0.0,0.0,0.0
699,alessandro-fancellu,2,0,0,0,0.0,86.0,0.0,0.0,0.0,0.0
700,unai-cuadrado,3,0,0,0,0.0,73.5,0.0,0.0,0.0,0.0
701,txomin-juaristi,6,0,0,0,0.0,81.16666666666667,0.0,0.0,0.0,0.0
702,jason-tesson,18,0,0,5,175.0,32.666666666666664,0.0,0.0,0.2777777777777778,9.722222222222221
703,jon-barrenetxea-golzarri,5,0,0,0,0.0,55.4,0.0,0.0,0.0,0.0
704,filippo-magli2,18,0,0,0,15.0,61.388888888888886,0.0,0.0,0.0,0.8333333333333334
705,josu-etxeberria-azpilikueta,5,0,0,0,0.0,106.6,0.0,0.0,0.0,0.0
706,yannis-voisard,10,0,0,0,0.0,63.0,0.0,0.0,0.0,0.0
707,lars-van-den-berg,9,0,0,0,13.0,83.5,0.0,0.0,0.0,1.4444444444444444
708,roland-thalmann,6,0,0,0,0.0,43.833333333333336,0.0,0.0,0.0,0.0
709,alois-charrin,5,0,0,0,0.0,59.8,0.0,0.0,0.0,0.0
710,felipe-orts,3,0,0,0,0.0,86.66666666666667,0.0,0.0,0.0,0.0
711,iker-ballarin-manso,4,0,0,0,0.0,73.25,0.0,0.0,0.0,0.0
712,mario-aparicio-munoz,5,0,0,0,0.0,80.25,0.0,0.0,0.0,0.0
713,ethan-vernon,13,1,1,3,150.0,42.333333333333336,0.07692307692307693,0.07692307692307693,0.23076923076923078,11.538461538461538
714,enrico-zanoncello,12,0,0,0,17.0,29.875,0.0,0.0,0.0,1.4166666666666667
715,oscar-pelegri,8,0,0,0,22.0,42.0,0.0,0.0,0.0,2.75
716,fabio-christen,4,0,0,0,0.0,47.75,0.0,0.0,0.0,0.0
717,jan-maas,9,0,0,0,0.0,57.111111111111114,0.0,0.0,0.0,0.0
718,carlos-garcia-pierna,5,0,0,0,0.0,81.6,0.0,0.0,0.0,0.0
719,samuel-watson,8,0,0,1,55.0,47.125,0.0,0.0,0.125,6.875
720,cory-greenberg,1,0,0,0,0.0,143.0,0.0,0.0,0.0,0.0
721,jon-agirre,4,0,0,0,0.0,143.0,0.0,0.0,0.0,0.0
722,pelayo-sanchez-mayo,9,0,0,0,0.0,96.14285714285714,0.0,0.0,0.0,0.0
723,jordi-lopez-caravaca,5,0,0,0,0.0,45.0,0.0,0.0,0.0,0.0
724,tom-sexton,14,0,0,0,0.0,64.36363636363636,0.0,0.0,0.0,0.0
725,cyrus-monk,10,0,0,0,0.0,77.16666666666667,0.0,0.0,0.0,0.0
726,logan-currie,7,0,0,0,0.0,56.0,0.0,0.0,0.0,0.0
727,nathan-vandepitte,10,0,0,1,29.0,51.25,0.0,0.0,0.1,2.9
728,logan-phippen,5,0,0,0,0.0,,0.0,0.0,0.0,0.0
729,stephen-clancy,4,0,0,0,0.0,,0.0,0.0,0.0,0.0
730,luke-mudgway,8,0,0,0,8.0,36.333333333333336,0.0,0.0,0.0,1.0
731,tord-gudmestad,13,0,0,0,21.0,47.5,0.0,0.0,0.0,1.6153846153846154
732,sean-flynn,11,0,0,0,29.0,28.09090909090909,0.0,0.0,0.0,2.6363636363636362
733,louis-blouwe,15,0,0,0,7.0,60.36363636363637,0.0,0.0,0.0,0.4666666666666667
734,fredrik-dversnes,9,0,0,0,9.0,49.0,0.0,0.0,0.0,1.0
735,ceriel-desal,14,0,0,0,5.0,56.07692307692308,0.0,0.0,0.0,0.35714285714285715
736,matthew-riccitello,7,0,0,0,0.0,69.0,0.0,0.0,0.0,0.0
737,rune-herregodts,16,1,1,3,165.0,71.57142857142857,0.0625,0.0625,0.1875,10.3125
738,harrison-wood,7,0,0,0,0.0,76.5,0.0,0.0,0.0,0.0
739,mathis-le-berre,7,0,0,0,0.0,77.71428571428571,0.0,0.0,0.0,0.0
740,corbin-strong,12,0,0,2,65.0,35.55555555555556,0.0,0.0,0.16666666666666666,5.416666666666667
741,johannes-adamietz,4,0,0,0,0.0,70.0,0.0,0.0,0.0,0.0
742,thomas-bonnet,12,0,0,0,0.0,64.875,0.0,0.0,0.0,0.0
743,thibau-nys,6,0,1,1,63.0,12.75,0.0,0.16666666666666666,0.16666666666666666,10.5
744,axel-zingle,15,0,0,4,116.0,26.785714285714285,0.0,0.0,0.26666666666666666,7.733333333333333
745,dorian-de-maeght,15,0,0,0,9.0,57.45454545454545,0.0,0.0,0.0,0.6
746,campbell-stewart,25,0,0,1,44.0,63.80952380952381,0.0,0.0,0.04,1.76
747,matthew-dinham,4,0,0,0,0.0,91.33333333333333,0.0,0.0,0.0,0.0
748,tim-van-dijke,9,0,0,0,8.0,56.25,0.0,0.0,0.0,0.8888888888888888
749,charlesetienne-chretien,3,0,0,0,0.0,53.0,0.0,0.0,0.0,0.0
750,anton-palzer,12,0,0,0,0.0,86.9090909090909,0.0,0.0,0.0,0.0
751,emilien-jeanniere,6,0,0,0,0.0,64.0,0.0,0.0,0.0,0.0
752,aaron-gate,10,0,0,0,0.0,58.0,0.0,0.0,0.0,0.0
753,sindre-kulset,3,0,0,0,0.0,102.5,0.0,0.0,0.0,0.0
754,magnus-kulset,1,0,0,0,0.0,91.0,0.0,0.0,0.0,0.0
755,thomas-gloag,6,0,0,0,18.0,63.0,0.0,0.0,0.0,3.0
756,james-oram,2,0,0,0,0.0,,0.0,0.0,0.0,0.0
757,louis-barre,5,0,0,0,0.0,95.66666666666667,0.0,0.0,0.0,0.0
758,embret-svestad-bardseng,1,0,0,0,0.0,43.0,0.0,0.0,0.0,0.0
759,maxim-van-gils,13,0,0,0,0.0,74.36363636363636,0.0,0.0,0.0,0.0
760,alan-banaszek,3,0,0,1,20.0,37.0,0.0,0.0,0.3333333333333333,6.666666666666667
761,johan-price-pejtersen,12,0,0,0,0.0,119.44444444444444,0.0,0.0,0.0,0.0
762,alexandre-balmer,6,0,0,1,43.0,63.25,0.0,0.0,0.16666666666666666,7.166666666666667
763,paul-lapeira,16,0,1,1,30.0,67.1875,0.0,0.0625,0.0625,1.875
764,jokin-murguialday-elorza,4,0,0,0,0.0,88.0,0.0,0.0,0.0,0.0
765,valentin-retailleau,6,0,0,0,0.0,92.33333333333333,0.0,0.0,0.0,0.0
766,mulu-kinfe-hailemichael,3,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
767,sjoerd-bax,9,0,0,0,0.0,81.44444444444444,0.0,0.0,0.0,0.0
768,kim-heiduk,15,0,0,1,17.0,34.15384615384615,0.0,0.0,0.06666666666666667,1.1333333333333333
769,alex-jaime-fernandez,8,0,0,0,12.0,24.0,0.0,0.0,0.0,1.5
770,samuele-zoccarato,25,0,0,0,0.0,92.9047619047619,0.0,0.0,0.0,0.0
771,javier-romo,5,0,0,0,0.0,110.0,0.0,0.0,0.0,0.0
772,filippo-zana,13,0,0,0,0.0,102.61538461538461,0.0,0.0,0.0,0.0
773,antonio-puppio,12,0,0,0,0.0,65.28571428571429,0.0,0.0,0.0,0.0
774,hugo-toumire,6,0,0,0,0.0,59.833333333333336,0.0,0.0,0.0,0.0
775,alan-jousseaume,5,0,0,0,20.0,65.8,0.0,0.0,0.0,4.0
776,robbe-ceurens,2,0,0,0,0.0,,0.0,0.0,0.0,0.0
777,anthon-charmig,1,0,0,0,0.0,41.0,0.0,0.0,0.0,0.0
778,jason-osborne,9,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0
779,lucas-dauge,2,0,0,0,0.0,89.0,0.0,0.0,0.0,0.0
780,filippo-baroncini,4,0,0,0,0.0,24.5,0.0,0.0,0.0,0.0
781,unai-iribar-jauregi,4,0,0,0,0.0,69.5,0.0,0.0,0.0,0.0
782,asbjorn-hellemose,9,0,0,0,5.0,63.111111111111114,0.0,0.0,0.0,0.5555555555555556
783,gijs-leemreize,7,0,0,0,0.0,93.57142857142857,0.0,0.0,0.0,0.0
784,giulio-masotto,3,0,0,0,0.0,145.0,0.0,0.0,0.0,0.0
785,pau-miquel-delgado,7,0,0,0,0.0,96.75,0.0,0.0,0.0,0.0
786,kevin-vauquelin,10,0,0,1,26.0,38.0,0.0,0.0,0.1,2.6
787,tobias-halland-johannessen,5,0,0,0,5.0,99.25,0.0,0.0,0.0,1.0
788,arnaud-de-lie,27,7,11,19,1042.0,16.88,0.25925925925925924,0.4074074074074074,0.7037037037037037,38.592592592592595
789,milan-fretin,17,0,0,1,59.0,56.30769230769231,0.0,0.0,0.058823529411764705,3.4705882352941178
790,sandy-dujardin,14,0,1,4,160.0,31.363636363636363,0.0,0.07142857142857142,0.2857142857142857,11.428571428571429
791,felix-gros,11,0,0,0,35.0,54.0,0.0,0.0,0.0,3.1818181818181817
792,tuur-dens,13,0,0,0,5.0,76.9,0.0,0.0,0.0,0.38461538461538464
793,william-blume-levy,12,0,0,0,16.0,79.75,0.0,0.0,0.0,1.3333333333333333
794,vito-braet,14,0,0,2,53.0,45.63636363636363,0.0,0.0,0.14285714285714285,3.7857142857142856
795,victor-koretzky,3,0,0,0,5.0,67.33333333333333,0.0,0.0,0.0,1.6666666666666667
796,vinicius-rangel-costa,4,0,0,0,5.0,71.5,0.0,0.0,0.0,1.25
797,matevz-govekar,5,0,0,0,5.0,72.6,0.0,0.0,0.0,1.0
798,marc-brustenga-masague,17,0,0,1,6.0,71.0,0.0,0.0,0.058823529411764705,0.35294117647058826
799,andrii-ponomar,13,0,0,0,0.0,75.91666666666667,0.0,0.0,0.0,0.0
800,asier-etxeberria,2,0,0,0,0.0,69.0,0.0,0.0,0.0,0.0
801,igor-arrieta-lizarraga,2,0,0,0,0.0,78.0,0.0,0.0,0.0,0.0
802,andres-camilo-ardila,4,0,0,0,0.0,90.5,0.0,0.0,0.0,0.0
803,xabier-isasa-larranaga,3,0,0,0,0.0,68.33333333333333,0.0,0.0,0.0,0.0
804,frederik-wandahl,7,0,0,1,22.0,90.28571428571429,0.0,0.0,0.14285714285714285,3.142857142857143
