,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
4320,117,194,,GUÉGAN MaëlTeam U Nantes Atlantique,24,Team U Nantes Atlantique,,,",,15:30",gp-d-ouverture/2022,,
4321,118,177,,VAN NIEKERK MornéSt Michel - Auber93,26,St Michel - Auber93,,,",,15:30",gp-d-ouverture/2022,,
4322,119,201,,URRUTY MaximeNice Métropole Côte d'Azur,28,Nice Métropole Côte d'Azur,,,",,15:30",gp-d-ouverture/2022,,
4323,120,135,,VAN POUCKE AaronSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,,16:4916:49,gp-d-ouverture/2022,,
4324,121,183,,JARNET MaximeGo Sport - Roubaix Lille Métropole,23,Go Sport - Roubaix Lille Métropole,,,",,16:49",gp-d-ouverture/2022,,
4325,122,143,,HALVORSEN KristofferUno-X Pro Cycling Team,25,Uno-X Pro Cycling Team,,,",,16:49",gp-d-ouverture/2022,,
4326,123,196,,MORIN EmmanuelTeam U Nantes Atlantique,26,Team U Nantes Atlantique,,,17:4617:46,gp-d-ouverture/2022,,
4327,124,76,,WIŚNIOWSKI ŁukaszEF Education-EasyPost,30,EF Education-EasyPost,,,",,17:46",gp-d-ouverture/2022,,
4328,125,74,,CORT MagnusEF Education-EasyPost,29,EF Education-EasyPost,,,",,17:46",gp-d-ouverture/2022,,
4329,126,174,,HUREL TonySt Michel - Auber93,34,St Michel - Auber93,,,",,17:46",gp-d-ouverture/2022,,
4330,127,186,,ŠIŠKEVIČIUS EvaldasGo Sport - Roubaix Lille Métropole,33,Go Sport - Roubaix Lille Métropole,,,",,17:46",gp-d-ouverture/2022,,
4331,128,185,,MAINGUENAUD TomGo Sport - Roubaix Lille Métropole,21,Go Sport - Roubaix Lille Métropole,,,",,17:46",gp-d-ouverture/2022,,
4332,129,77,,SCULLY TomEF Education-EasyPost,32,EF Education-EasyPost,,,",,17:46",gp-d-ouverture/2022,,
4333,130,181,,BOUDAT ThomasGo Sport - Roubaix Lille Métropole,27,Go Sport - Roubaix Lille Métropole,,,",,17:46",gp-d-ouverture/2022,,
4334,DNF,57,,VERGAERDE OttoTrek - Segafredo,27,Trek - Segafredo,,,-,gp-d-ouverture/2022,,
4335,DNF,187,,TABELLION ValentinGo Sport - Roubaix Lille Métropole,22,Go Sport - Roubaix Lille Métropole,,,-,gp-d-ouverture/2022,,
4336,DNF,65,,PETILLI SimoneIntermarché - Wanty - Gobert Matériaux,28,Intermarché - Wanty - Gobert Matériaux,,,-,gp-d-ouverture/2022,,
4337,DNF,191,,JEGAT JordanTeam U Nantes Atlantique,22,Team U Nantes Atlantique,,,-,gp-d-ouverture/2022,,
4338,DNF,197,,PAQUET TomTeam U Nantes Atlantique,19,Team U Nantes Atlantique,,,-,gp-d-ouverture/2022,,
4339,DNF,112,,BOILEAU AlanB&B Hotels - KTM,22,B&B Hotels - KTM,,,-,gp-d-ouverture/2022,,
4340,DNF,113,,BONNAMOUR FranckB&B Hotels - KTM,26,B&B Hotels - KTM,,,-,gp-d-ouverture/2022,,
4341,DNF,164,,MENDEZ Daniel AlejandroEquipo Kern Pharma,21,Equipo Kern Pharma,,,-,gp-d-ouverture/2022,,
4342,DNF,202,,AMADORI JulienNice Métropole Côte d'Azur,28,Nice Métropole Côte d'Azur,,,-,gp-d-ouverture/2022,,
4343,DNF,206,,HENNEQUIN PaulNice Métropole Côte d'Azur,19,Nice Métropole Côte d'Azur,,,-,gp-d-ouverture/2022,,
4344,DNS,32,,OLIVEIRA IvoUAE Team Emirates,25,UAE Team Emirates,,,-,gp-d-ouverture/2022,,
4345,DNS,31,,TRENTIN MatteoUAE Team Emirates,32,UAE Team Emirates,,,-,gp-d-ouverture/2022,,
4346,DNS,56,,THEUNS EdwardTrek - Segafredo,30,Trek - Segafredo,,,-,gp-d-ouverture/2022,,
4347,,,,,,,,,,trofeo-palma/2022,,
4348,1,79,,DE LIE ArnaudLotto Soudal,19,Lotto Soudal,125,75,3:54:23,trofeo-palma/2022,,
4349,2,20,,MOLANO Juan SebastiánUAE Team Emirates,27,UAE Team Emirates,85,55,",,0:00",trofeo-palma/2022,,
4350,3,233,,WEEMAES SashaSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,70,40,",,0:00",trofeo-palma/2022,,
4351,4,203,,HOFSTETTER HugoTeam Arkéa Samsic,27,Team Arkéa Samsic,60,32,",,0:00",trofeo-palma/2022,,
4352,5,181,,COLNAGHI LucaBardiani-CSF-Faizanè,23,Bardiani-CSF-Faizanè,50,28,",,0:00",trofeo-palma/2022,,
4353,6,81,,MATTHEWS MichaelTeam BikeExchange - Jayco,31,Team BikeExchange - Jayco,40,24,",,0:00",trofeo-palma/2022,,
4354,7,68,,NIZZOLO GiacomoIsrael - Premier Tech,33,Israel - Premier Tech,35,20,",,0:00",trofeo-palma/2022,,
4355,8,184,,FIORELLI FilippoBardiani-CSF-Faizanè,27,Bardiani-CSF-Faizanè,30,18,",,0:00",trofeo-palma/2022,,
4356,9,123,,MOSCHETTI MatteoTrek - Segafredo,25,Trek - Segafredo,25,16,",,0:00",trofeo-palma/2022,,
4357,10,103,,WALSCHEID MaxCofidis,28,Cofidis,20,14,",,0:00",trofeo-palma/2022,,
4358,11,209,,PEÑALVER ManuelBurgos-BH,23,Burgos-BH,15,12,",,0:00",trofeo-palma/2022,,
4359,12,66,,JONES TajIsrael - Premier Tech,21,Israel - Premier Tech,10,10,",,0:00",trofeo-palma/2022,,
4360,13,93,,ALLEGAERT PietCofidis,27,Cofidis,5,8,",,0:00",trofeo-palma/2022,,
4361,14,109,,KRISTOFF AlexanderIntermarché - Wanty - Gobert Matériaux,34,Intermarché - Wanty - Gobert Matériaux,5,7,",,0:00",trofeo-palma/2022,,
4362,15,7,,GARCÍA CORTINA IvánMovistar Team,26,Movistar Team,5,6,",,0:00",trofeo-palma/2022,,
4363,16,311,,BURCHIO FedericoWork Service Vitalcare Vega,25,Work Service Vitalcare Vega,3,5,",,0:00",trofeo-palma/2022,,
4364,17,107,,GIRMAY BiniamIntermarché - Wanty - Gobert Matériaux,21,Intermarché - Wanty - Gobert Matériaux,3,4,",,0:00",trofeo-palma/2022,,
4365,18,200,,LOUVEL MatisTeam Arkéa Samsic,22,Team Arkéa Samsic,3,3,",,0:00",trofeo-palma/2022,,
4366,19,325,,VENCHIARUTTI NicolaWork Service Vitalcare Vega,23,Work Service Vitalcare Vega,3,2,",,0:00",trofeo-palma/2022,,
4367,20,42,,WALLS MatthewBORA - hansgrohe,23,BORA - hansgrohe,3,1,",,0:00",trofeo-palma/2022,,
4368,21,216,,PELEGRÍ ÓscarBurgos-BH,27,Burgos-BH,3,,",,0:00",trofeo-palma/2022,,
4369,22,141,,SOTO Antonio JesúsEuskaltel - Euskadi,27,Euskaltel - Euskadi,3,,",,0:00",trofeo-palma/2022,,
4370,23,160,,JAIME ÁlexEquipo Kern Pharma,23,Equipo Kern Pharma,3,,",,0:00",trofeo-palma/2022,,
4371,24,16,,ACKERMANN PascalUAE Team Emirates,28,UAE Team Emirates,3,,",,0:00",trofeo-palma/2022,,
4372,25,213,,EZQUERRA JesúsBurgos-BH,31,Burgos-BH,3,,",,0:00",trofeo-palma/2022,,
4373,26,58,,BARBIER RudyIsrael - Premier Tech,29,Israel - Premier Tech,,,",,0:00",trofeo-palma/2022,,
4374,27,326,,ZAMBELLI SamueleWork Service Vitalcare Vega,23,Work Service Vitalcare Vega,,,",,0:00",trofeo-palma/2022,,
4375,28,230,,HESTERS JulesSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,,",,0:00",trofeo-palma/2022,,
4376,29,121,,LIEPIŅŠ EmīlsTrek - Segafredo,29,Trek - Segafredo,,,",,0:00",trofeo-palma/2022,,
4377,30,111,,PASQUALON AndreaIntermarché - Wanty - Gobert Matériaux,34,Intermarché - Wanty - Gobert Matériaux,,,0:080:08,trofeo-palma/2022,,
4378,31,113,,PETIT AdrienIntermarché - Wanty - Gobert Matériaux,31,Intermarché - Wanty - Gobert Matériaux,,,",,0:08",trofeo-palma/2022,,
4379,32,239,,MARENGO UmbertoDrone Hopper -  Androni Giocattoli,29,Drone Hopper -  Androni Giocattoli,,,",,0:08",trofeo-palma/2022,,
4380,33,258,,SCHUERMANS JensBEAT Cycling,28,BEAT Cycling,,,0:120:12,trofeo-palma/2022,,
4381,34,145,,GOIKOETXEA PeioEuskaltel - Euskadi,29,Euskaltel - Euskadi,,,",,0:12",trofeo-palma/2022,,
4382,35,243,,PONOMAR AndriiDrone Hopper -  Androni Giocattoli,19,Drone Hopper -  Androni Giocattoli,,,",,0:12",trofeo-palma/2022,,
4383,36,61,,BIERMANS JentheIsrael - Premier Tech,26,Israel - Premier Tech,,,",,0:12",trofeo-palma/2022,,
4384,37,49,,PETERS NansAG2R Citroën Team,27,AG2R Citroën Team,,,",,0:12",trofeo-palma/2022,,
4385,38,248,,BOUTS JordyBEAT Cycling,25,BEAT Cycling,,,",,0:12",trofeo-palma/2022,,
4386,39,131,,PRADES EduardCaja Rural - Seguros RGA,34,Caja Rural - Seguros RGA,,,",,0:12",trofeo-palma/2022,,
4387,40,265,,WILLEMS ThimoMinerva Cycling,25,Minerva Cycling,,,",,0:12",trofeo-palma/2022,,
4388,41,3,,MAS LluísMovistar Team,32,Movistar Team,,,",,0:12",trofeo-palma/2022,,
4389,42,186,,MAZZUCCO FabioBardiani-CSF-Faizanè,22,Bardiani-CSF-Faizanè,,,",,0:12",trofeo-palma/2022,,
4390,43,63,,GOLDSTEIN OmerIsrael - Premier Tech,25,Israel - Premier Tech,,,",,0:12",trofeo-palma/2022,,
4391,44,264,,BORRA GillesMinerva Cycling,23,Minerva Cycling,,,",,0:12",trofeo-palma/2022,,
4392,45,162,,GARCÍA PIERNA RaúlEquipo Kern Pharma,20,Equipo Kern Pharma,,,",,0:12",trofeo-palma/2022,,
4393,46,294,,HOYOS Juan DiegoElectro Hiper Europa - Caldas,25,Electro Hiper Europa - Caldas,,,",,0:12",trofeo-palma/2022,,
4394,47,280,,TORRES EdwinJava Kiwi Atlántico,24,Java Kiwi Atlántico,,,",,0:12",trofeo-palma/2022,,
4395,48,9,,HOLLMANN JuriMovistar Team,22,Movistar Team,,,",,0:12",trofeo-palma/2022,,
4396,49,312,,CARRETTA RiccardoWork Service Vitalcare Vega,20,Work Service Vitalcare Vega,,,",,0:12",trofeo-palma/2022,,
4397,50,232,,VERWILST AaronSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,,,",,0:12",trofeo-palma/2022,,
4398,51,124,,PELLAUD SimonTrek - Segafredo,29,Trek - Segafredo,,,",,0:12",trofeo-palma/2022,,
4399,52,287,,BALLESTEROS Miguel ÁngelElectro Hiper Europa - Caldas,25,Electro Hiper Europa - Caldas,,,",,0:12",trofeo-palma/2022,,
4400,53,180,,BATTAGLIN EnricoBardiani-CSF-Faizanè,32,Bardiani-CSF-Faizanè,,,",,0:12",trofeo-palma/2022,,
4401,54,47,,HÄNNINEN JaakkoAG2R Citroën Team,24,AG2R Citroën Team,,,",,0:12",trofeo-palma/2022,,
4402,55,174,,LONARDI GiovanniEOLO-Kometa,25,EOLO-Kometa,,,",,0:12",trofeo-palma/2022,,
4403,56,65,,HOLLENSTEIN RetoIsrael - Premier Tech,36,Israel - Premier Tech,,,",,0:12",trofeo-palma/2022,,
4404,57,18,,GIBBONS RyanUAE Team Emirates,27,UAE Team Emirates,,,",,0:12",trofeo-palma/2022,,
4405,58,149,,ETXEBERRIA AsierEuskaltel - Euskadi,23,Euskaltel - Euskadi,,,",,0:12",trofeo-palma/2022,,
4406,59,263,,JOSEPH ThomasMinerva Cycling,25,Minerva Cycling,,,",,0:12",trofeo-palma/2022,,
4407,60,187,,MODOLO SachaBardiani-CSF-Faizanè,34,Bardiani-CSF-Faizanè,,,",,0:12",trofeo-palma/2022,,
4408,61,167,,ALBANESE VincenzoEOLO-Kometa,25,EOLO-Kometa,,,",,0:12",trofeo-palma/2022,,
4409,62,129,,AMEZQUETA JulenCaja Rural - Seguros RGA,28,Caja Rural - Seguros RGA,,,",,0:12",trofeo-palma/2022,,
4410,63,175,,MAESTRI MircoEOLO-Kometa,30,EOLO-Kometa,,,",,0:12",trofeo-palma/2022,,
4411,64,50,,VAN HOECKE GijsAG2R Citroën Team,30,AG2R Citroën Team,,,",,0:12",trofeo-palma/2022,,
4412,65,156,,PARRA José FélixEquipo Kern Pharma,25,Equipo Kern Pharma,,,",,0:12",trofeo-palma/2022,,
4413,66,26,,MCNULTY BrandonUAE Team Emirates,23,UAE Team Emirates,,,",,0:12",trofeo-palma/2022,,
4414,67,4,,TORRES AlbertMovistar Team,31,Movistar Team,,,",,0:12",trofeo-palma/2022,,
4415,68,13,,SERRANO GonzaloMovistar Team,27,Movistar Team,,,",,0:12",trofeo-palma/2022,,
4416,69,295,,HOYOS DanielElectro Hiper Europa - Caldas,27,Electro Hiper Europa - Caldas,,,0:230:23,trofeo-palma/2022,,
4417,70,289,,ESTELRICH MateuElectro Hiper Europa - Caldas,20,Electro Hiper Europa - Caldas,,,",,0:23",trofeo-palma/2022,,
4418,71,235,,UMBA SantiagoDrone Hopper -  Androni Giocattoli,19,Drone Hopper -  Androni Giocattoli,,,",,0:23",trofeo-palma/2022,,
4419,72,135,,MURGUIALDAY JokinCaja Rural - Seguros RGA,21,Caja Rural - Seguros RGA,,,",,0:23",trofeo-palma/2022,,
4420,73,305,,PÉREZ-LANDALUCE EduardoManuela Fundación Continental,23,Manuela Fundación Continental,,,",,0:23",trofeo-palma/2022,,
4421,74,105,,BAKELANTS JanIntermarché - Wanty - Gobert Matériaux,35,Intermarché - Wanty - Gobert Matériaux,,,",,0:23",trofeo-palma/2022,,
4422,75,208,,MADRAZO ÁngelBurgos-BH,33,Burgos-BH,,,",,0:23",trofeo-palma/2022,,
4423,76,163,,ARRIETA IgorEquipo Kern Pharma,19,Equipo Kern Pharma,,,",,0:23",trofeo-palma/2022,,
4424,77,218,,APARICIO MarioBurgos-BH,21,Burgos-BH,,,",,0:23",trofeo-palma/2022,,
4425,78,240,,RAVANELLI SimoneDrone Hopper -  Androni Giocattoli,26,Drone Hopper -  Androni Giocattoli,,,",,0:23",trofeo-palma/2022,,
4426,79,236,,BAIS MattiaDrone Hopper -  Androni Giocattoli,25,Drone Hopper -  Androni Giocattoli,,,",,0:23",trofeo-palma/2022,,
4427,80,100,,CARVALHO AndreCofidis,24,Cofidis,,,",,0:23",trofeo-palma/2022,,
4428,81,212,,SÁNCHEZ PelayoBurgos-BH,21,Burgos-BH,,,",,0:23",trofeo-palma/2022,,
4429,82,43,,VLASOV AleksandrBORA - hansgrohe,25,BORA - hansgrohe,,,",,0:23",trofeo-palma/2022,,
4430,83,32,,POLITT NilsBORA - hansgrohe,27,BORA - hansgrohe,,,",,0:23",trofeo-palma/2022,,
4431,84,6,,BARTA WillMovistar Team,26,Movistar Team,,,",,0:23",trofeo-palma/2022,,
4432,85,327,,ZANDRI FrancescoWork Service Vitalcare Vega,24,Work Service Vitalcare Vega,,,",,0:23",trofeo-palma/2022,,
4433,86,185,,GABBURO DavideBardiani-CSF-Faizanè,28,Bardiani-CSF-Faizanè,,,",,0:23",trofeo-palma/2022,,
4434,87,114,,VAN MELSEN KévinIntermarché - Wanty - Gobert Matériaux,34,Intermarché - Wanty - Gobert Matériaux,,,",,0:23",trofeo-palma/2022,,
4435,88,35,,BENEDETTI CesareBORA - hansgrohe,34,BORA - hansgrohe,,,",,0:23",trofeo-palma/2022,,
4436,89,72,,SCHWARZMANN MichaelLotto Soudal,31,Lotto Soudal,,,",,0:23",trofeo-palma/2022,,
4437,90,30,,HALLER MarcoBORA - hansgrohe,30,BORA - hansgrohe,,,",,0:23",trofeo-palma/2022,,
4438,91,125,,HOOLE DaanTrek - Segafredo,22,Trek - Segafredo,,,",,0:23",trofeo-palma/2022,,
4439,92,192,,ZOCCARATO SamueleBardiani-CSF-Faizanè,24,Bardiani-CSF-Faizanè,,,",,0:23",trofeo-palma/2022,,
4440,93,227,,DENS TuurSport Vlaanderen - Baloise,21,Sport Vlaanderen - Baloise,,,",,0:23",trofeo-palma/2022,,
4441,94,206,,VAUQUELIN KévinTeam Arkéa Samsic,20,Team Arkéa Samsic,,,",,0:23",trofeo-palma/2022,,
4442,95,33,,PÖSTLBERGER LukasBORA - hansgrohe,30,BORA - hansgrohe,,,",,0:23",trofeo-palma/2022,,
4443,96,97,,FINÉ EddyCofidis,24,Cofidis,,,",,0:23",trofeo-palma/2022,,
4444,97,199,,GUGLIELMI SimonTeam Arkéa Samsic,24,Team Arkéa Samsic,,,",,0:23",trofeo-palma/2022,,
4445,98,223,,BRAET VitoSport Vlaanderen - Baloise,21,Sport Vlaanderen - Baloise,,,",,0:23",trofeo-palma/2022,,
4446,99,24,,ARDILA Andrés CamiloUAE Team Emirates,22,UAE Team Emirates,,,",,0:23",trofeo-palma/2022,,
4447,100,204,,OWSIAN ŁukaszTeam Arkéa Samsic,31,Team Arkéa Samsic,,,",,0:23",trofeo-palma/2022,,
4448,101,134,,MARTÍN Sergio RomanCaja Rural - Seguros RGA,25,Caja Rural - Seguros RGA,,,0:400:40,trofeo-palma/2022,,
4449,102,122,,MOSCA JacopoTrek - Segafredo,28,Trek - Segafredo,,,0:420:42,trofeo-palma/2022,,
4450,103,201,,HARDY RomainTeam Arkéa Samsic,33,Team Arkéa Samsic,,,0:440:44,trofeo-palma/2022,,
4451,104,22,,POLANC JanUAE Team Emirates,29,UAE Team Emirates,,,0:470:47,trofeo-palma/2022,,
4452,105,317,,LUCCA RiccardoWork Service Vitalcare Vega,24,Work Service Vitalcare Vega,,,0:490:49,trofeo-palma/2022,,
4453,106,297,,BENNASSAR JoanManuela Fundación Continental,22,Manuela Fundación Continental,,,0:500:50,trofeo-palma/2022,,
4454,107,102,,VILLELLA DavideCofidis,30,Cofidis,,,0:530:53,trofeo-palma/2022,,
4455,108,98,,GESCHKE SimonCofidis,35,Cofidis,,,0:570:57,trofeo-palma/2022,,
4456,109,59,,BERWICK SebastianIsrael - Premier Tech,22,Israel - Premier Tech,,,",,0:57",trofeo-palma/2022,,
4457,110,147,,ISASA XabierEuskaltel - Euskadi,20,Euskaltel - Euskadi,,,1:161:16,trofeo-palma/2022,,
4458,111,26,,SOLER MarcUAE Team Emirates,28,UAE Team Emirates,,,",,1:16",trofeo-palma/2022,,
4459,112,101,,VANBILSEN KennethCofidis,31,Cofidis,,,",,1:16",trofeo-palma/2022,,
4460,113,73,,VERSCHAEVE ViktorLotto Soudal,23,Lotto Soudal,,,",,1:16",trofeo-palma/2022,,
4461,114,78,,VANHOUCKE HarmLotto Soudal,24,Lotto Soudal,,,",,1:16",trofeo-palma/2022,,
4462,115,229,,GHYS RobbeSport Vlaanderen - Baloise,25,Sport Vlaanderen - Baloise,,,1:381:38,trofeo-palma/2022,,
4463,116,83,,COLLEONI KevinTeam BikeExchange - Jayco,22,Team BikeExchange - Jayco,,,2:122:12,trofeo-palma/2022,,
4464,117,86,,HOWSON DamienTeam BikeExchange - Jayco,29,Team BikeExchange - Jayco,,,2:162:16,trofeo-palma/2022,,
4465,118,74,,HOLMES MatthewLotto Soudal,28,Lotto Soudal,,,2:582:58,trofeo-palma/2022,,
4466,119,75,,KRON AndreasLotto Soudal,23,Lotto Soudal,,,",,2:58",trofeo-palma/2022,,
4467,120,276,,CAÑELLAS XavierJava Kiwi Atlántico,24,Java Kiwi Atlántico,,,3:013:01,trofeo-palma/2022,,
4468,121,90,,SMITH DionTeam BikeExchange - Jayco,28,Team BikeExchange - Jayco,,,3:353:35,trofeo-palma/2022,,
4469,122,228,,FRETIN MilanSport Vlaanderen - Baloise,20,Sport Vlaanderen - Baloise,,,",,3:35",trofeo-palma/2022,,
4470,123,283,,ISHIHARA YukiJava Kiwi Atlántico,24,Java Kiwi Atlántico,,,4:134:13,trofeo-palma/2022,,
4471,124,272,,VANDEVELDE YentlMinerva Cycling,21,Minerva Cycling,,,",,4:13",trofeo-palma/2022,,
4472,125,247,,BOONS JenteBEAT Cycling,19,BEAT Cycling,,,",,4:13",trofeo-palma/2022,,
4473,126,274,,VAN DYCK JarneMinerva Cycling,20,Minerva Cycling,,,",,4:13",trofeo-palma/2022,,
4474,127,257,,DISSEL BramBEAT Cycling,23,BEAT Cycling,,,",,4:13",trofeo-palma/2022,,
4475,128,241,,GROSU Eduard-MichaelDrone Hopper -  Androni Giocattoli,29,Drone Hopper -  Androni Giocattoli,,,",,4:13",trofeo-palma/2022,,
4476,129,255,,HAVIK YoeriBEAT Cycling,30,BEAT Cycling,,,",,4:13",trofeo-palma/2022,,
4477,130,278,,MILTIADIS AndreasJava Kiwi Atlántico,25,Java Kiwi Atlántico,,,",,4:13",trofeo-palma/2022,,
4478,131,142,,AZPARREN Xabier MikelEuskaltel - Euskadi,22,Euskaltel - Euskadi,,,",,4:13",trofeo-palma/2022,,
4479,132,146,,IRIBAR UnaiEuskaltel - Euskadi,22,Euskaltel - Euskadi,,,",,4:13",trofeo-palma/2022,,
4480,133,306,,ROTA RaúlManuela Fundación Continental,22,Manuela Fundación Continental,,,",,4:13",trofeo-palma/2022,,
4481,134,137,,ETXEBERRIA JosuCaja Rural - Seguros RGA,21,Caja Rural - Seguros RGA,,,",,4:13",trofeo-palma/2022,,
4482,135,298,,CANTÓN IsaacManuela Fundación Continental,25,Manuela Fundación Continental,,,",,4:13",trofeo-palma/2022,,
4483,136,215,,OKAMIKA AnderBurgos-BH,28,Burgos-BH,,,",,4:13",trofeo-palma/2022,,
4484,137,284,,ARVANITOU NikiforosJava Kiwi Atlántico,19,Java Kiwi Atlántico,,,6:596:59,trofeo-palma/2022,,
4485,138,144,,IRIZAR JulenEuskaltel - Euskadi,26,Euskaltel - Euskadi,,,8:028:02,trofeo-palma/2022,,
4486,139,288,,JURADO MarcosElectro Hiper Europa - Caldas,30,Electro Hiper Europa - Caldas,,,",,8:02",trofeo-palma/2022,,
4487,140,290,,ARMSTRONG ThomasElectro Hiper Europa - Caldas,27,Electro Hiper Europa - Caldas,,,",,8:02",trofeo-palma/2022,,
4488,141,77,,SWEENY HarryLotto Soudal,23,Lotto Soudal,,,9:429:42,trofeo-palma/2022,,
4489,142,266,,DECKERS AngelMinerva Cycling,19,Minerva Cycling,,,",,9:42",trofeo-palma/2022,,
4490,143,303,,MARTORELL ErikManuela Fundación Continental,23,Manuela Fundación Continental,,,",,9:42",trofeo-palma/2022,,
4491,144,304,,MESA SantiagoManuela Fundación Continental,24,Manuela Fundación Continental,,,",,9:42",trofeo-palma/2022,,
4492,145,40,,WANDAHL FrederikBORA - hansgrohe,20,BORA - hansgrohe,,,10:5510:55,trofeo-palma/2022,,
4493,146,320,,PATIES MONTAGNER EricWork Service Vitalcare Vega,19,Work Service Vitalcare Vega,,,",,10:55",trofeo-palma/2022,,
4494,147,251,,HOPPEZAK VincentBEAT Cycling,22,BEAT Cycling,,,",,10:55",trofeo-palma/2022,,
4495,148,173,,VIEGAS DanielEOLO-Kometa,24,EOLO-Kometa,,,",,10:55",trofeo-palma/2022,,
4496,149,176,,RIVI SamueleEOLO-Kometa,23,EOLO-Kometa,,,",,10:55",trofeo-palma/2022,,
4497,150,178,,ROSA DiegoEOLO-Kometa,32,EOLO-Kometa,,,",,10:55",trofeo-palma/2022,,
4498,151,177,,SEVILLA Diego PabloEOLO-Kometa,25,EOLO-Kometa,,,",,10:55",trofeo-palma/2022,,
4499,DNF,46,,PARET-PEINTRE ValentinAG2R Citroën Team,21,AG2R Citroën Team,,,-,trofeo-palma/2022,,
4500,DNF,48,,NAESEN LawrenceAG2R Citroën Team,29,AG2R Citroën Team,,,-,trofeo-palma/2022,,
4501,DNF,133,,LEITÃO IúriCaja Rural - Seguros RGA,23,Caja Rural - Seguros RGA,,,-,trofeo-palma/2022,,
4502,DNF,136,,PIRA Yesid AlbeiroCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,,,-,trofeo-palma/2022,,
4503,DNF,82,,BAUER JackTeam BikeExchange - Jayco,36,Team BikeExchange - Jayco,,,-,trofeo-palma/2022,,
4504,DNF,85,,BEWLEY SamTeam BikeExchange - Jayco,34,Team BikeExchange - Jayco,,,-,trofeo-palma/2022,,
4505,DNF,88,,JUUL-JENSEN ChristopherTeam BikeExchange - Jayco,32,Team BikeExchange - Jayco,,,-,trofeo-palma/2022,,
4506,DNF,117,,ABERASTURI JonTrek - Segafredo,32,Trek - Segafredo,,,-,trofeo-palma/2022,,
4507,DNF,118,,EGHOLM JakobTrek - Segafredo,23,Trek - Segafredo,,,-,trofeo-palma/2022,,
4508,DNF,106,,GOOSSENS KobeIntermarché - Wanty - Gobert Matériaux,25,Intermarché - Wanty - Gobert Matériaux,,,-,trofeo-palma/2022,,
4509,DNF,11,,LAZKANO OierMovistar Team,22,Movistar Team,,,-,trofeo-palma/2022,,
4510,DNF,238,,HOLTHER Trym WestgaardDrone Hopper -  Androni Giocattoli,18,Drone Hopper -  Androni Giocattoli,,,-,trofeo-palma/2022,,
4511,DNF,254,,BÜCHLI MatthijsBEAT Cycling,29,BEAT Cycling,,,-,trofeo-palma/2022,,
4512,DNF,277,,GURRUTXAGA GaizkaJava Kiwi Atlántico,21,Java Kiwi Atlántico,,,-,trofeo-palma/2022,,
4513,DNF,281,,KOYAMA TomoyaJava Kiwi Atlántico,23,Java Kiwi Atlántico,,,-,trofeo-palma/2022,,
4514,DNF,157,,ARAIZ SergioEquipo Kern Pharma,23,Equipo Kern Pharma,,,-,trofeo-palma/2022,,
4515,DNF,158,,AGIRRE JonEquipo Kern Pharma,24,Equipo Kern Pharma,,,-,trofeo-palma/2022,,
4516,DNF,159,,MORENO IvánEquipo Kern Pharma,25,Equipo Kern Pharma,,,-,trofeo-palma/2022,,
4517,DNF,291,,ALONSO PabloElectro Hiper Europa - Caldas,24,Electro Hiper Europa - Caldas,,,-,trofeo-palma/2022,,
4518,DNF,268,,D'HEYGERE GilMinerva Cycling,23,Minerva Cycling,,,-,trofeo-palma/2022,,
4519,DNF,301,,HERNAIZ VicenteManuela Fundación Continental,23,Manuela Fundación Continental,,,-,trofeo-palma/2022,,
4520,DNS,51,,GALL FelixAG2R Citroën Team,23,AG2R Citroën Team,,,-,trofeo-palma/2022,,
4521,,,,,,,,,,vuelta-ciclista-a-la-region-de-murcia/2022,,
4522,1,34,,COVI AlessandroUAE Team Emirates,23,UAE Team Emirates,125,75,4:34:50,vuelta-ciclista-a-la-region-de-murcia/2022,,
4523,2,37,,TRENTIN MatteoUAE Team Emirates,32,UAE Team Emirates,85,55,0:010:01,vuelta-ciclista-a-la-region-de-murcia/2022,,
4524,3,155,,LOUVEL MatisTeam Arkéa Samsic,22,Team Arkéa Samsic,70,40,",,0:01",vuelta-ciclista-a-la-region-de-murcia/2022,,
4525,4,41,,KOCH JonasBORA - hansgrohe,28,BORA - hansgrohe,60,32,",,0:01",vuelta-ciclista-a-la-region-de-murcia/2022,,
4526,5,65,,VLIEGEN LoïcIntermarché - Wanty - Gobert Matériaux,28,Intermarché - Wanty - Gobert Matériaux,50,28,",,0:01",vuelta-ciclista-a-la-region-de-murcia/2022,,
4527,6,137,,AULAR OrluisCaja Rural - Seguros RGA,25,Caja Rural - Seguros RGA,40,24,",,0:01",vuelta-ciclista-a-la-region-de-murcia/2022,,
4528,7,151,,BARGUIL WarrenTeam Arkéa Samsic,30,Team Arkéa Samsic,35,20,",,0:01",vuelta-ciclista-a-la-region-de-murcia/2022,,
4529,8,107,,FERASSE ThibaultB&B Hotels - KTM,27,B&B Hotels - KTM,30,18,",,0:01",vuelta-ciclista-a-la-region-de-murcia/2022,,
