,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
1916,59,141,,HIRT JanCzech Republic,29,Czech Republic,3,15,19:4219:42,world-championship/2020,,
1917,60,3,,GREGAARD JonasDenmark,24,Denmark,3,15,",,19:42",world-championship/2020,,
1918,61,161,,HOULE HugoCanada,30,Canada,,15,",,19:42",world-championship/2020,,
1919,62,98,,STRAKHOV DmitryRussia,25,Russia,,15,20:1320:13,world-championship/2020,,
1920,63,59,,DENZ NicoGermany,26,Germany,,15,21:5921:59,world-championship/2020,,
1921,64,142,,OTRUBA JakubCzech Republic,22,Czech Republic,,15,",,21:59",world-championship/2020,,
1922,65,8,,PEDERSEN CasperDenmark,24,Denmark,,15,",,21:59",world-championship/2020,,
1923,66,62,,MARTENS PaulGermany,36,Germany,,15,",,21:59",world-championship/2020,,
1924,67,158,,KUDUS MerhawiEritrea,26,Eritrea,,15,",,21:59",world-championship/2020,,
1925,68,45,,TUSVELD MartijnNetherlands,27,Netherlands,,15,",,21:59",world-championship/2020,,
1926,69,157,,GHEBREIGZABHIER AmanuelEritrea,26,Eritrea,,15,",,21:59",world-championship/2020,,
1927,70,103,,OWSIAN ŁukaszPoland,30,Poland,,15,",,21:59",world-championship/2020,,
1928,71,143,,ŤOUPALÍK AdamCzech Republic,24,Czech Republic,,15,",,21:59",world-championship/2020,,
1929,72,104,,PATERSKI MaciejPoland,34,Poland,,15,",,21:59",world-championship/2020,,
1930,73,88,,HAGEN Carl FredrikNorway,29,Norway,,15,",,21:59",world-championship/2020,,
1931,74,148,,NATAROV YuriyKazakhstan,23,Kazakhstan,,15,",,21:59",world-championship/2020,,
1932,75,93,,CHERNETSKI SergeiRussia,30,Russia,,15,",,21:59",world-championship/2020,,
1933,76,167,,VALTER AttilaHungary,22,Hungary,,15,",,21:59",world-championship/2020,,
1934,77,7,,JUUL-JENSEN ChristopherDenmark,31,Denmark,,15,",,21:59",world-championship/2020,,
1935,78,151,,MEINTJES LouisSouth Africa,28,South Africa,,15,",,21:59",world-championship/2020,,
1936,79,48,,WEENING PieterNetherlands,39,Netherlands,,15,",,21:59",world-championship/2020,,
1937,80,118,,CAICEDO Jonathan KleverEcuador,27,Ecuador,,15,",,21:59",world-championship/2020,,
1938,81,86,,SHAW JamesGreat Britain,24,Great Britain,,15,",,21:59",world-championship/2020,,
1939,82,97,,ROVNY IvanRussia,32,Russia,,15,",,21:59",world-championship/2020,,
1940,83,100,,GOŁAŚ MichałPoland,36,Poland,,15,",,21:59",world-championship/2020,,
1941,84,92,,TRÆEN TorsteinNorway,25,Norway,,15,",,21:59",world-championship/2020,,
1942,85,170,,ERIKSSON LucasSweden,24,Sweden,,15,",,21:59",world-championship/2020,,
1943,86,82,,HAYTER EthanGreat Britain,22,Great Britain,,15,22:0322:03,world-championship/2020,,
1944,87,155,,BUDYAK AnatoliyUkraine,24,Ukraine,,15,28:0528:05,world-championship/2020,,
1945,88,123,,OLIVEIRA IvoPortugal,24,Portugal,,15,32:0832:08,world-championship/2020,,
1946,DNF,76,,HINDLEY JaiAustralia,24,Australia,,,-,world-championship/2020,,
1947,DNF,77,,HOWSON DamienAustralia,28,Australia,,,-,world-championship/2020,,
1948,DNF,75,,HAMILTON ChrisAustralia,25,Australia,,,-,world-championship/2020,,
1949,DNF,74,,DURBRIDGE LukeAustralia,29,Australia,,,-,world-championship/2020,,
1950,DNF,80,,SCHULTZ NickAustralia,26,Australia,,,-,world-championship/2020,,
1951,DNF,55,,TEJADA HaroldColombia,23,Colombia,,,-,world-championship/2020,,
1952,DNF,54,,MUÑOZ Cristian CamiloColombia,24,Colombia,,,-,world-championship/2020,,
1953,DNF,87,,EIKING Odd ChristianNorway,25,Norway,,,-,world-championship/2020,,
1954,DNF,90,,LAENGEN Vegard StakeNorway,31,Norway,,,-,world-championship/2020,,
1955,DNF,4,,HANSEN JesperDenmark,29,Denmark,,,-,world-championship/2020,,
1956,DNF,5,,HONORÉ Mikkel FrølichDenmark,23,Denmark,,,-,world-championship/2020,,
1957,DNF,2,,EG NiklasDenmark,25,Denmark,,,-,world-championship/2020,,
1958,DNF,160,,CATAFORD AlexanderCanada,27,Canada,,,-,world-championship/2020,,
1959,DNF,159,,BOIVIN GuillaumeCanada,31,Canada,,,-,world-championship/2020,,
1960,DNF,58,,DEGENKOLB JohnGermany,31,Germany,,,-,world-championship/2020,,
1961,DNF,61,,KOCH JonasGermany,27,Germany,,,-,world-championship/2020,,
1962,DNF,166,,RIABUSHENKO AlexandrBelarus,24,Belarus,,,-,world-championship/2020,,
1963,DNF,177,,ZAHIRI AbderrahimMorocco,24,Morocco,,,-,world-championship/2020,,
1964,DNF,175,,CASTILLO Ulises AlfredoMexico,28,Mexico,,,-,world-championship/2020,,
1965,DNF,146,,GRUZDEV DmitriyKazakhstan,34,Kazakhstan,,,-,world-championship/2020,,
1966,DNF,145,,FOMINYKH DaniilKazakhstan,29,Kazakhstan,,,-,world-championship/2020,,
1967,DNF,144,,BIZHIGITOV ZhandosKazakhstan,29,Kazakhstan,,,-,world-championship/2020,,
1968,DNF,81,,CARTHY HughGreat Britain,26,Great Britain,,,-,world-championship/2020,,
1969,DNF,85,,ROWE LukeGreat Britain,30,Great Britain,,,-,world-championship/2020,,
1970,DNF,83,,KNOX JamesGreat Britain,24,Great Britain,,,-,world-championship/2020,,
1971,DNF,130,,CRADDOCK LawsonUnited States,28,United States,,,-,world-championship/2020,,
1972,DNF,133,,POWLESS NeilsonUnited States,24,United States,,,-,world-championship/2020,,
1973,DNF,132,,MCNULTY BrandonUnited States,22,United States,,,-,world-championship/2020,,
1974,DNF,113,,DILLIER SilvanSwitzerland,30,Switzerland,,,-,world-championship/2020,,
1975,DNF,112,,ALBASINI MichaelSwitzerland,39,Switzerland,,,-,world-championship/2020,,
1976,DNF,116,,PELLAUD SimonSwitzerland,27,Switzerland,,,-,world-championship/2020,,
1977,DNF,117,,SCHÄR MichaelSwitzerland,33,Switzerland,,,-,world-championship/2020,,
1978,DNF,176,,MUGISHA SamuelRwanda,22,Rwanda,,,-,world-championship/2020,,
1979,DNF,150,,DLAMINI NicSouth Africa,25,South Africa,,,-,world-championship/2020,,
1980,DNF,163,,LUKŠEVICS ViestursLatvia,33,Latvia,,,-,world-championship/2020,,
1981,DNF,106,,BEVIN PatrickNew Zealand,29,New Zealand,,,-,world-championship/2020,,
1982,DNF,108,,SMITH DionNew Zealand,27,New Zealand,,,-,world-championship/2020,,
1983,DNF,105,,BENNETT GeorgeNew Zealand,30,New Zealand,,,-,world-championship/2020,,
1984,DNF,107,,FISHER-BLACK FinnNew Zealand,18,New Zealand,,,-,world-championship/2020,,
1985,DNF,172,,ARASHIRO YukiyaJapan,36,Japan,,,-,world-championship/2020,,
1986,DNF,174,,RIVERA KevinCosta Rica,22,Costa Rica,,,-,world-championship/2020,,
1987,DNF,102,,MAŁECKI KamilPoland,24,Poland,,,-,world-championship/2020,,
1988,DNF,99,,ANIOŁKOWSKI StanisławPoland,23,Poland,,,-,world-championship/2020,,
1989,DNF,10,,MEZGEC LukaSlovenia,32,Slovenia,,,-,world-championship/2020,,
1990,DNF,9,,BRAJKOVIČ JanezSlovenia,36,Slovenia,,,-,world-championship/2020,,
1991,DNF,16,,TRATNIK JanSlovenia,30,Slovenia,,,-,world-championship/2020,,
1992,DNF,11,,NOVAK DomenSlovenia,25,Slovenia,,,-,world-championship/2020,,
1993,DNF,12,,PIBERNIK LukaSlovenia,26,Slovenia,,,-,world-championship/2020,,
1994,DNF,153,,PRUUS PeeterEstonia,31,Estonia,,,-,world-championship/2020,,
1995,DNF,152,,KANGERT TanelEstonia,33,Estonia,,,-,world-championship/2020,,
1996,DNF,168,,ŠIŠKEVIČIUS EvaldasLithuania,31,Lithuania,,,-,world-championship/2020,,
1997,DNF,169,,ASADOV ElchinAzerbaijan,33,Azerbaijan,,,-,world-championship/2020,,
1998,DNF,140,,ČERNÝ JosefCzech Republic,27,Czech Republic,,,-,world-championship/2020,,
1999,DNF,173,,GROSU Eduard-MichaelRomania,28,Romania,,,-,world-championship/2020,,
2000,DNF,122,,GUERREIRO RubenPortugal,26,Portugal,,,-,world-championship/2020,,
2001,DNF,109,,HEALY BenIreland,20,Ireland,,,-,world-championship/2020,,
2002,DNF,110,,MULLEN RyanIreland,26,Ireland,,,-,world-championship/2020,,
2003,DNF,171,,TZORTZAKIS PolychronisGreece,31,Greece,,,-,world-championship/2020,,
2004,DNF,120,,CEPEDA Jefferson AlveiroEcuador,24,Ecuador,,,-,world-championship/2020,,
2005,DNF,71,,SOLER MarcSpain,26,Spain,,,-,world-championship/2020,,
2006,DNF,69,,MAS EnricSpain,25,Spain,,,-,world-championship/2020,,
2007,DNF,66,,DE LA CRUZ DavidSpain,31,Spain,,,-,world-championship/2020,,
2008,DNF,19,,BRAMBILLA GianlucaItaly,33,Italy,,,-,world-championship/2020,,
2009,DNF,40,,PETERS NansFrance,26,France,,,-,world-championship/2020,,
2010,DNF,34,,BERNARD JulienFrance,28,France,,,-,world-championship/2020,,
2011,DNF,39,,PACHER QuentinFrance,28,France,,,-,world-championship/2020,,
2012,DNF,96,,RIKUNOV PetrRussia,23,Russia,,,-,world-championship/2020,,
2013,DNF,95,,NEKRASOV KonstantinRussia,21,Russia,,,-,world-championship/2020,,
2014,DNF,94,,KUZNETSOV ViacheslavRussia,31,Russia,,,-,world-championship/2020,,
2015,DNF,42,,EENKHOORN PascalNetherlands,23,Netherlands,,,-,world-championship/2020,,
2016,DNF,44,,TOLHOEK AntwanNetherlands,26,Netherlands,,,-,world-championship/2020,,
2017,DNF,47,,VAN DER LIJKE NickNetherlands,29,Netherlands,,,-,world-championship/2020,,
2018,DNF,27,,SERRY PieterBelgium,31,Belgium,,,-,world-championship/2020,,
2019,DNF,28,,STUYVEN JasperBelgium,28,Belgium,,,-,world-championship/2020,,
2020,DNF,26,,NAESEN OliverBelgium,30,Belgium,,,-,world-championship/2020,,
2021,DNF,154,,GASTAUER BenLuxembourg,32,Luxembourg,,,-,world-championship/2020,,
2022,DNF,129,,TYBOR PatrikSlovakia,33,Slovakia,,,-,world-championship/2020,,
2023,DNF,128,,HARING MartinSlovakia,33,Slovakia,,,-,world-championship/2020,,
2024,DNF,125,,BELLAN JurajSlovakia,24,Slovakia,,,-,world-championship/2020,,
2025,DNF,127,,CULLY Ján AndrejSlovakia,24,Slovakia,,,-,world-championship/2020,,
2026,DNF,126,,ČANECKÝ MarekSlovakia,32,Slovakia,,,-,world-championship/2020,,
2027,DNF,138,,WILDAUER MarkusAustria,22,Austria,,,-,world-championship/2020,,
2028,DNF,136,,GALL FelixAustria,22,Austria,,,-,world-championship/2020,,
2029,DNF,134,,BAYER TobiasAustria,20,Austria,,,-,world-championship/2020,,
2030,DNF,139,,ZOIDL RiccardoAustria,32,Austria,,,-,world-championship/2020,,
2031,DNF,135,,FRIEDRICH MarcoAustria,22,Austria,,,-,world-championship/2020,,
2032,DNS,57,,ARNDT NikiasGermany,28,Germany,,,-,world-championship/2020,,
2033,DNS,147,,LUTSENKO AlexeyKazakhstan,28,Kazakhstan,,,-,world-championship/2020,,
2034,DNS,156,,BERHANE NatnaelEritrea,29,Eritrea,,,-,world-championship/2020,,
2035,,,,,,,,,,clasica-de-almeria/2020,,
2036,1,1,,ACKERMANN PascalBORA - hansgrohe,26,BORA - hansgrohe,200,125,4:24:04,clasica-de-almeria/2020,,
2037,2,101,,KRISTOFF AlexanderUAE Team Emirates,32,UAE Team Emirates,150,85,",,0:00",clasica-de-almeria/2020,,
2038,3,61,,VIVIANI EliaCofidis,31,Cofidis,125,60,",,0:00",clasica-de-almeria/2020,,
2039,4,56,,VAN POPPEL DannyCircus - Wanty Gobert,26,Circus - Wanty Gobert,100,50,",,0:00",clasica-de-almeria/2020,,
2040,5,26,,MEZGEC LukaMitchelton-Scott,31,Mitchelton-Scott,85,45,",,0:00",clasica-de-almeria/2020,,
2041,6,42,,CAPIOT AmaurySport Vlaanderen - Baloise,26,Sport Vlaanderen - Baloise,70,40,",,0:00",clasica-de-almeria/2020,,
2042,7,127,,VENTURINI ClémentAG2R La Mondiale,26,AG2R La Mondiale,60,35,",,0:00",clasica-de-almeria/2020,,
2043,8,11,,BARBIER RudyIsrael Start-Up Nation,27,Israel Start-Up Nation,50,30,",,0:00",clasica-de-almeria/2020,,
2044,9,94,,LOBATO Juan JoséFundación - Orbea,31,Fundación - Orbea,40,26,",,0:00",clasica-de-almeria/2020,,
2045,10,151,,BOUDAT ThomasTeam Arkéa Samsic,25,Team Arkéa Samsic,35,22,",,0:00",clasica-de-almeria/2020,,
2046,11,43,,PLANCKAERT EdwardSport Vlaanderen - Baloise,25,Sport Vlaanderen - Baloise,30,20,",,0:00",clasica-de-almeria/2020,,
2047,12,35,,ROELANDTS JürgenMovistar Team,34,Movistar Team,25,18,",,0:00",clasica-de-almeria/2020,,
2048,13,167,,SANZ EnriqueEquipo Kern Pharma,30,Equipo Kern Pharma,20,16,",,0:00",clasica-de-almeria/2020,,
2049,14,154,,NOPPE ChristopheTeam Arkéa Samsic,25,Team Arkéa Samsic,15,14,",,0:00",clasica-de-almeria/2020,,
2050,15,131,,COQUARD BryanB&B Hotels - Vital Concept p/b KTM,27,B&B Hotels - Vital Concept p/b KTM,10,12,",,0:00",clasica-de-almeria/2020,,
2051,16,74,,GIDICH YevgeniyAstana Pro Team,23,Astana Pro Team,5,10,",,0:00",clasica-de-almeria/2020,,
2052,17,116,,FUENTES ÁngelBurgos-BH,23,Burgos-BH,5,9,",,0:00",clasica-de-almeria/2020,,
2053,18,23,,EDMONDSON AlexMitchelton-Scott,26,Mitchelton-Scott,5,8,",,0:00",clasica-de-almeria/2020,,
2054,19,195,,NÕMMELA AkselBingoal - Wallonie Bruxelles,25,Bingoal - Wallonie Bruxelles,5,7,",,0:00",clasica-de-almeria/2020,,
2055,20,51,,DE DECKER AlfdanCircus - Wanty Gobert,23,Circus - Wanty Gobert,5,6,",,0:00",clasica-de-almeria/2020,,
2056,21,121,,DILLIER SilvanAG2R La Mondiale,29,AG2R La Mondiale,5,5,",,0:00",clasica-de-almeria/2020,,
2057,22,97,,ZHYHUNOU DzmitryFundación - Orbea,23,Fundación - Orbea,5,4,",,0:00",clasica-de-almeria/2020,,
2058,23,182,,LARSEN MathiasKometa Xstra Cycling Team,20,Kometa Xstra Cycling Team,5,3,",,0:00",clasica-de-almeria/2020,,
2059,24,41,,DELTOMBE KevinSport Vlaanderen - Baloise,25,Sport Vlaanderen - Baloise,5,2,",,0:00",clasica-de-almeria/2020,,
2060,25,152,,GRONDIN DonavanTeam Arkéa Samsic,19,Team Arkéa Samsic,5,1,",,0:00",clasica-de-almeria/2020,,
2061,26,146,,NICOLAU JoelCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,5,,",,0:00",clasica-de-almeria/2020,,
2062,27,197,,WIRTGEN LucBingoal - Wallonie Bruxelles,21,Bingoal - Wallonie Bruxelles,5,,",,0:00",clasica-de-almeria/2020,,
2063,28,31,,ARCAS JorgeMovistar Team,27,Movistar Team,5,,",,0:00",clasica-de-almeria/2020,,
2064,29,111,,MADRAZO ÁngelBurgos-BH,31,Burgos-BH,5,,",,0:00",clasica-de-almeria/2020,,
2065,30,117,,BOL JetseBurgos-BH,30,Burgos-BH,5,,",,0:00",clasica-de-almeria/2020,,
2066,31,125,,NAESEN LawrenceAG2R La Mondiale,27,AG2R La Mondiale,3,,",,0:00",clasica-de-almeria/2020,,
2067,32,177,,AASVOLD KristianRiwal Readynez Cycling Team,24,Riwal Readynez Cycling Team,3,,",,0:00",clasica-de-almeria/2020,,
2068,33,126,,NAESEN OliverAG2R La Mondiale,29,AG2R La Mondiale,3,,",,0:00",clasica-de-almeria/2020,,
2069,34,133,,DEBUSSCHERE JensB&B Hotels - Vital Concept p/b KTM,30,B&B Hotels - Vital Concept p/b KTM,3,,",,0:00",clasica-de-almeria/2020,,
2070,35,187,,SEVILLA Diego PabloKometa Xstra Cycling Team,23,Kometa Xstra Cycling Team,3,,",,0:00",clasica-de-almeria/2020,,
2071,36,46,,WARLOP JordiSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,3,,",,0:00",clasica-de-almeria/2020,,
2072,37,84,,CIMA ImerioGazprom - RusVelo,22,Gazprom - RusVelo,3,,",,0:00",clasica-de-almeria/2020,,
2073,38,65,,SABATINI FabioCofidis,34,Cofidis,3,,",,0:00",clasica-de-almeria/2020,,
2074,39,194,,MORTIER JulienBingoal - Wallonie Bruxelles,22,Bingoal - Wallonie Bruxelles,3,,",,0:00",clasica-de-almeria/2020,,
2075,40,193,,MOLLY KennyBingoal - Wallonie Bruxelles,23,Bingoal - Wallonie Bruxelles,3,,",,0:00",clasica-de-almeria/2020,,
2076,41,75,,RODRÍGUEZ ÓscarAstana Pro Team,24,Astana Pro Team,,,",,0:00",clasica-de-almeria/2020,,
2077,42,186,,GARCÍA SergioKometa Xstra Cycling Team,20,Kometa Xstra Cycling Team,,,",,0:00",clasica-de-almeria/2020,,
2078,43,156,,PICHON LaurentTeam Arkéa Samsic,33,Team Arkéa Samsic,,,",,0:00",clasica-de-almeria/2020,,
2079,44,102,,BOHLI TomUAE Team Emirates,26,UAE Team Emirates,,,",,0:00",clasica-de-almeria/2020,,
2080,45,63,,MATÉ Luis ÁngelCofidis,35,Cofidis,,,",,0:00",clasica-de-almeria/2020,,
2081,46,104,,DE LA CRUZ DavidUAE Team Emirates,30,UAE Team Emirates,,,",,0:00",clasica-de-almeria/2020,,
2082,47,135,,REZA KévinB&B Hotels - Vital Concept p/b KTM,31,B&B Hotels - Vital Concept p/b KTM,,,",,0:00",clasica-de-almeria/2020,,
2083,48,95,,SOTO Antonio JesúsFundación - Orbea,25,Fundación - Orbea,,,",,0:00",clasica-de-almeria/2020,,
2084,49,91,,ALONSO MikelFundación - Orbea,23,Fundación - Orbea,,,",,0:00",clasica-de-almeria/2020,,
2085,50,143,,GARCÍA JhojanCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,,,",,0:00",clasica-de-almeria/2020,,
2086,51,53,,KREDER WesleyCircus - Wanty Gobert,29,Circus - Wanty Gobert,,,",,0:00",clasica-de-almeria/2020,,
2087,52,33,,ELOSEGUI IñigoMovistar Team,21,Movistar Team,,,",,0:00",clasica-de-almeria/2020,,
2088,53,161,,ARAIZ SergioEquipo Kern Pharma,21,Equipo Kern Pharma,,,",,0:00",clasica-de-almeria/2020,,
2089,54,36,,SOLER MarcMovistar Team,26,Movistar Team,,,",,0:00",clasica-de-almeria/2020,,
2090,55,73,,FRAILE OmarAstana Pro Team,29,Astana Pro Team,,,",,0:00",clasica-de-almeria/2020,,
2091,56,76,,SÁNCHEZ Luis LeónAstana Pro Team,36,Astana Pro Team,,,",,0:00",clasica-de-almeria/2020,,
2092,57,105,,LAENGEN Vegard StakeUAE Team Emirates,31,UAE Team Emirates,,,",,0:00",clasica-de-almeria/2020,,
2093,58,66,,VANBILSEN KennethCofidis,29,Cofidis,,,",,0:00",clasica-de-almeria/2020,,
2094,59,16,,POLITT NilsIsrael Start-Up Nation,25,Israel Start-Up Nation,,,",,0:00",clasica-de-almeria/2020,,
2095,60,86,,BOEV IgorGazprom - RusVelo,30,Gazprom - RusVelo,,,",,0:00",clasica-de-almeria/2020,,
2096,61,87,,KULIKOV VladislavGazprom - RusVelo,23,Gazprom - RusVelo,,,",,0:00",clasica-de-almeria/2020,,
2097,62,124,,VANDENBERGH StijnAG2R La Mondiale,35,AG2R La Mondiale,,,",,0:00",clasica-de-almeria/2020,,
2098,63,4,,KÄMNA LennardBORA - hansgrohe,23,BORA - hansgrohe,,,",,0:00",clasica-de-almeria/2020,,
2099,64,72,,FOMINYKH DaniilAstana Pro Team,28,Astana Pro Team,,,",,0:00",clasica-de-almeria/2020,,
2100,65,112,,NEVES JoséBurgos-BH,24,Burgos-BH,,,",,0:00",clasica-de-almeria/2020,,
2101,66,83,,CIMA DamianoGazprom - RusVelo,26,Gazprom - RusVelo,,,0:170:17,clasica-de-almeria/2020,,
2102,67,32,,CARRETERO HéctorMovistar Team,24,Movistar Team,,,",,0:17",clasica-de-almeria/2020,,
2103,68,37,,TORRES AlbertMovistar Team,29,Movistar Team,,,",,0:17",clasica-de-almeria/2020,,
2104,69,7,,SELIG RüdigerBORA - hansgrohe,30,BORA - hansgrohe,,,0:200:20,clasica-de-almeria/2020,,
2105,70,15,,NAVARRO DanielIsrael Start-Up Nation,36,Israel Start-Up Nation,,,",,0:20",clasica-de-almeria/2020,,
2106,71,155,,OWSIAN ŁukaszTeam Arkéa Samsic,29,Team Arkéa Samsic,,,0:230:23,clasica-de-almeria/2020,,
2107,72,145,,MARTÍN Sergio RomanCaja Rural - Seguros RGA,23,Caja Rural - Seguros RGA,,,",,0:23",clasica-de-almeria/2020,,
2108,73,82,,KUZMIN AntonGazprom - RusVelo,23,Gazprom - RusVelo,,,",,0:23",clasica-de-almeria/2020,,
2109,74,85,,NEKRASOV DenisGazprom - RusVelo,22,Gazprom - RusVelo,,,0:260:26,clasica-de-almeria/2020,,
2110,75,27,,STANNARD RobertMitchelton-Scott,21,Mitchelton-Scott,,,",,0:26",clasica-de-almeria/2020,,
2111,76,2,,DRUCKER JempyBORA - hansgrohe,33,BORA - hansgrohe,,,0:320:32,clasica-de-almeria/2020,,
2112,77,123,,GOUGEARD AlexisAG2R La Mondiale,26,AG2R La Mondiale,,,0:350:35,clasica-de-almeria/2020,,
2113,78,153,,LOUVEL MatisTeam Arkéa Samsic,20,Team Arkéa Samsic,,,",,0:35",clasica-de-almeria/2020,,
2114,79,81,,CHERNETSKI SergeiGazprom - RusVelo,29,Gazprom - RusVelo,,,0:410:41,clasica-de-almeria/2020,,
2115,80,62,,VIVIANI AttilioCofidis,23,Cofidis,,,",,0:41",clasica-de-almeria/2020,,
2116,81,136,,SCHÖNBERGER SebastianB&B Hotels - Vital Concept p/b KTM,25,B&B Hotels - Vital Concept p/b KTM,,,",,0:41",clasica-de-almeria/2020,,
2117,82,67,,LE TURNIER MathiasCofidis,24,Cofidis,,,",,0:41",clasica-de-almeria/2020,,
2118,83,55,,VAN POPPEL BoyCircus - Wanty Gobert,32,Circus - Wanty Gobert,,,",,0:41",clasica-de-almeria/2020,,
2119,84,192,,LIVYNS ArjenBingoal - Wallonie Bruxelles,25,Bingoal - Wallonie Bruxelles,,,",,0:41",clasica-de-almeria/2020,,
2120,85,6,,SCHILLINGER AndreasBORA - hansgrohe,36,BORA - hansgrohe,,,",,0:41",clasica-de-almeria/2020,,
2121,86,25,,KONYCHEV AlexanderMitchelton-Scott,21,Mitchelton-Scott,,,",,0:41",clasica-de-almeria/2020,,
2122,87,52,,DEVRIENDT TomCircus - Wanty Gobert,28,Circus - Wanty Gobert,,,",,0:41",clasica-de-almeria/2020,,
2123,88,57,,VLIEGEN LoïcCircus - Wanty Gobert,26,Circus - Wanty Gobert,,,",,0:41",clasica-de-almeria/2020,,
2124,89,134,,GAREL AdrienB&B Hotels - Vital Concept p/b KTM,23,B&B Hotels - Vital Concept p/b KTM,,,",,0:41",clasica-de-almeria/2020,,
2125,90,132,,BOECKMANS KrisB&B Hotels - Vital Concept p/b KTM,33,B&B Hotels - Vital Concept p/b KTM,,,0:460:46,clasica-de-almeria/2020,,
2126,91,141,,ABERASTURI JonCaja Rural - Seguros RGA,30,Caja Rural - Seguros RGA,,,0:550:55,clasica-de-almeria/2020,,
2127,92,45,,VAN DEN BOSSCHE FabioSport Vlaanderen - Baloise,19,Sport Vlaanderen - Baloise,,,1:001:00,clasica-de-almeria/2020,,
2128,93,157,,RUSSO ClémentTeam Arkéa Samsic,25,Team Arkéa Samsic,,,1:021:02,clasica-de-almeria/2020,,
2129,94,17,,WÜRTZ SCHMIDT MadsIsrael Start-Up Nation,25,Israel Start-Up Nation,,,1:041:04,clasica-de-almeria/2020,,
2130,95,142,,CAÑELLAS XavierCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,,,1:071:07,clasica-de-almeria/2020,,
2131,96,54,,PASQUALON AndreaCircus - Wanty Gobert,32,Circus - Wanty Gobert,,,",,1:07",clasica-de-almeria/2020,,
2132,97,172,,BUDDING MartijnRiwal Readynez Cycling Team,24,Riwal Readynez Cycling Team,,,1:111:11,clasica-de-almeria/2020,,
2133,98,13,,CIMOLAI DavideIsrael Start-Up Nation,30,Israel Start-Up Nation,,,1:161:16,clasica-de-almeria/2020,,
2134,99,12,,BIERMANS JentheIsrael Start-Up Nation,24,Israel Start-Up Nation,,,1:181:18,clasica-de-almeria/2020,,
2135,100,21,,AFFINI EdoardoMitchelton-Scott,23,Mitchelton-Scott,,,1:231:23,clasica-de-almeria/2020,,
2136,101,166,,RUIZ IbonEquipo Kern Pharma,21,Equipo Kern Pharma,,,1:331:33,clasica-de-almeria/2020,,
2137,102,162,,BOUZAS MartinEquipo Kern Pharma,22,Equipo Kern Pharma,,,1:401:40,clasica-de-almeria/2020,,
2138,103,191,,TAMINIAUX LionelBingoal - Wallonie Bruxelles,23,Bingoal - Wallonie Bruxelles,,,2:072:07,clasica-de-almeria/2020,,
2139,104,47,,VAN POUCKE AaronSport Vlaanderen - Baloise,21,Sport Vlaanderen - Baloise,,,",,2:07",clasica-de-almeria/2020,,
2140,105,22,,ALBASINI MichaelMitchelton-Scott,39,Mitchelton-Scott,,,2:352:35,clasica-de-almeria/2020,,
2141,106,24,,JUUL-JENSEN ChristopherMitchelton-Scott,30,Mitchelton-Scott,,,",,2:35",clasica-de-almeria/2020,,
2142,107,103,,CONTI ValerioUAE Team Emirates,26,UAE Team Emirates,,,2:532:53,clasica-de-almeria/2020,,
2143,108,93,,BOU JoanFundación - Orbea,23,Fundación - Orbea,,,",,2:53",clasica-de-almeria/2020,,
2144,109,96,,GOIKOETXEA PeioFundación - Orbea,28,Fundación - Orbea,,,",,2:53",clasica-de-almeria/2020,,
2145,110,92,,ITURRIA MikelFundación - Orbea,27,Fundación - Orbea,,,",,2:53",clasica-de-almeria/2020,,
2146,111,165,,PARRA José FélixEquipo Kern Pharma,23,Equipo Kern Pharma,,,",,2:53",clasica-de-almeria/2020,,
2147,112,44,,PLANCKAERT EmielSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,,",,2:53",clasica-de-almeria/2020,,
2148,113,34,,PEDRERO AntonioMovistar Team,28,Movistar Team,,,",,2:53",clasica-de-almeria/2020,,
2149,114,107,,RAVASI EdwardUAE Team Emirates,25,UAE Team Emirates,,,3:193:19,clasica-de-almeria/2020,,
2150,115,113,,MOLENAAR AlexBurgos-BH,20,Burgos-BH,,,",,3:19",clasica-de-almeria/2020,,
2151,116,184,,VIEGAS DanielKometa Xstra Cycling Team,22,Kometa Xstra Cycling Team,,,3:473:47,clasica-de-almeria/2020,,
2152,117,5,,PÖSTLBERGER LukasBORA - hansgrohe,28,BORA - hansgrohe,,,6:476:47,clasica-de-almeria/2020,,
2153,118,171,,KONGSTAD TobiasRiwal Readynez Cycling Team,23,Riwal Readynez Cycling Team,,,13:5413:54,clasica-de-almeria/2020,,
2154,119,106,,MIRZA YousifUAE Team Emirates,31,UAE Team Emirates,,,",,13:54",clasica-de-almeria/2020,,
2155,120,64,,MATHIS MarcoCofidis,25,Cofidis,,,14:0014:00,clasica-de-almeria/2020,,
2156,DNF,115,,VILELA RicardoBurgos-BH,32,Burgos-BH,,,-,clasica-de-almeria/2020,,
2157,DNF,114,,SUREDA JaumeBurgos-BH,23,Burgos-BH,,,-,clasica-de-almeria/2020,,
2158,DNF,147,,OSORIO AlejandroCaja Rural - Seguros RGA,21,Caja Rural - Seguros RGA,,,-,clasica-de-almeria/2020,,
